user_id,movie_id,view_date,device,progress
U00312,29595,2026-04-14,tablet,0.51
U00312,82525,2026-04-16,tv,0.41
U00312,9685,2026-04-28,desktop,0.38
U00312,9766,2026-04-29,desktop,0.79
U00312,198184,2026-04-25,mobile,0.94
U00312,47964,2026-04-25,desktop,0.85
U00312,10833,2026-04-12,mobile,0.98
U00312,29371,2026-04-16,mobile,0.44
U00312,60308,2026-04-03,tv,0.39
U00312,11843,2026-04-24,tablet,0.9
U00312,238615,2026-04-26,tv,0.87
U00312,20178,2026-05-01,mobile,0.75
U00312,2059,2026-04-24,tv,0.76
U00312,12085,2026-04-23,mobile,0.43
U00312,838,2026-04-20,mobile,0.87
U00312,11699,2026-04-01,mobile,0.38
U00313,100975,2023-10-05,tablet,0.68
U00313,10012,2024-01-03,mobile,0.66
U00313,125490,2024-03-22,tablet,0.87
U00313,18632,2025-12-26,tv,0.71
U00313,160588,2024-06-02,tablet,0.46
U00313,218778,2025-04-27,mobile,0.71
U00313,9954,2023-12-07,tv,0.39
U00313,77016,2023-08-08,desktop,0.37
U00313,2277,2025-04-19,desktop,0.7
U00313,542,2025-12-19,tablet,0.46
U00313,808,2025-08-04,mobile,0.66
U00313,75,2024-08-25,tv,0.46
U00313,34106,2024-12-30,mobile,0.41
U00314,9355,2025-12-30,mobile,0.71
U00314,38778,2026-01-05,mobile,0.5
U00314,11308,2026-02-15,desktop,0.43
U00314,694,2025-11-28,tablet,0.75
U00314,8409,2026-02-21,desktop,0.96
U00314,37080,2025-10-22,tv,0.8
U00314,8984,2026-01-06,tablet,0.57
U00314,24977,2025-08-09,desktop,0.91
U00314,23742,2025-10-15,tablet,0.7
U00314,480,2026-05-01,desktop,0.92
U00314,50544,2025-10-12,tablet,0.97
U00314,120467,2026-01-15,mobile,0.92
U00314,10314,2025-08-01,tablet,0.42
U00314,45226,2025-11-02,mobile,0.53
U00314,1546,2026-02-10,mobile,0.76
U00315,925,2026-04-21,tablet,0.67
U00315,10066,2026-04-17,tablet,0.7
U00315,79120,2026-05-02,tablet,0.66
U00315,62116,2026-04-30,tv,0.59
U00315,43539,2026-05-01,desktop,0.82
U00315,292539,2026-04-26,mobile,0.4
U00315,19615,2026-04-20,tablet,0.87
U00315,9903,2026-04-19,tablet,0.92
U00315,9754,2026-04-24,desktop,0.67
U00315,331745,2026-04-21,desktop,0.75
U00315,4512,2026-04-26,tv,0.83
U00315,78381,2026-04-21,desktop,0.83
U00315,298,2026-04-23,tablet,0.71
U00315,14578,2026-05-02,desktop,0.95
U00315,1487,2026-05-01,tablet,0.66
U00315,1430,2026-04-18,mobile,0.98
U00315,192141,2026-04-16,mobile,0.7
U00315,325789,2026-04-24,tablet,0.36
U00315,203801,2026-04-28,tv,0.46
U00315,26672,2026-04-23,tablet,0.68
U00315,239,2026-04-24,tv,0.95
U00315,299145,2026-04-26,desktop,0.36
U00315,9728,2026-05-02,mobile,0.44
U00315,8875,2026-04-17,tv,0.5
U00315,44718,2026-04-25,mobile,0.79
U00316,322194,2026-02-04,tablet,0.47
U00316,75861,2025-09-12,desktop,0.46
U00316,13121,2025-11-29,mobile,0.77
U00316,2749,2026-03-10,mobile,0.79
U00316,11283,2026-02-28,desktop,0.46
U00316,110415,2026-04-19,tablet,0.73
U00316,10077,2026-01-05,mobile,1.0
U00316,36696,2026-03-30,tablet,0.91
U00316,277216,2025-12-13,mobile,0.45
U00316,11583,2025-12-13,desktop,0.41
U00316,107,2025-12-29,tablet,0.39
U00316,9982,2025-10-18,mobile,0.54
U00316,2787,2025-09-29,tablet,0.91
U00316,75638,2026-01-20,tv,0.39
U00316,43266,2026-01-22,desktop,0.44
U00316,91586,2025-12-18,desktop,0.62
U00316,10567,2026-02-10,mobile,0.52
U00316,526,2026-03-15,tablet,0.99
U00316,16988,2025-12-14,desktop,0.58
U00316,4997,2025-09-04,desktop,0.67
U00316,27569,2025-12-30,desktop,0.89
U00316,1598,2025-12-04,desktop,0.84
U00316,18701,2025-12-09,tv,0.51
U00317,10188,2023-12-31,desktop,0.54
U00317,49020,2025-06-16,tablet,0.73
U00317,745,2026-01-27,desktop,0.49
U00317,274479,2024-03-06,desktop,0.66
U00317,256274,2024-10-17,mobile,0.46
U00317,11536,2024-03-30,tv,0.45
U00317,174,2025-07-23,desktop,0.7
U00317,20352,2025-04-16,desktop,0.39
U00317,12117,2024-10-13,desktop,0.64
U00317,9429,2023-04-15,tv,0.81
U00317,6439,2025-02-14,tablet,0.99
U00317,159014,2024-04-14,tv,0.52
U00317,2567,2022-09-30,tablet,0.85
U00317,19898,2024-10-13,tv,0.73
U00317,10537,2025-01-19,tv,0.44
U00317,11667,2025-11-02,mobile,0.62
U00317,692,2023-11-07,tv,0.38
U00317,10468,2023-08-01,desktop,0.49
U00318,36955,2026-02-13,mobile,1.0
U00318,76163,2025-08-14,tablet,0.75
U00318,17113,2025-03-21,tv,0.73
U00318,281957,2026-04-20,mobile,0.9
U00318,26320,2026-04-06,mobile,0.83
U00318,11451,2025-10-15,tv,0.61
U00318,49948,2026-01-06,tv,0.83
U00318,280871,2025-04-25,tv,0.76
U00318,14034,2025-04-29,mobile,0.61
U00318,1268,2025-08-16,mobile,0.58
U00318,17708,2025-02-24,desktop,0.81
U00318,12093,2025-10-17,mobile,0.38
U00318,26367,2025-11-23,tv,0.44
U00318,5236,2025-09-08,tv,0.66
U00318,38033,2025-07-28,tv,0.81
U00318,107985,2025-10-06,desktop,0.77
U00318,204082,2025-10-11,desktop,0.37
U00318,28089,2025-03-29,tablet,0.79
U00318,14976,2025-08-06,tv,0.4
U00318,35689,2025-10-11,tv,0.63
U00318,1951,2026-03-07,tv,0.61
U00318,9615,2025-05-29,desktop,0.94
U00318,9428,2025-12-07,tablet,0.82
U00318,404,2025-04-02,mobile,0.85
U00318,1550,2025-10-09,tv,0.59
U00319,682,2024-08-07,mobile,0.68
U00319,48382,2025-06-09,tv,0.7
U00319,25983,2024-05-15,tv,0.95
U00319,36658,2025-08-10,mobile,0.61
U00319,622,2026-02-08,tv,0.95
U00319,10765,2024-10-03,tablet,0.44
U00319,59728,2025-02-28,tablet,0.42
U00319,1273,2026-02-15,desktop,0.81
U00319,62215,2024-08-05,mobile,0.45
U00319,9425,2025-11-27,mobile,0.51
U00319,49520,2025-11-19,tablet,0.86
U00319,9607,2024-07-24,tv,0.64
U00319,259693,2024-11-27,tablet,0.62
U00319,9021,2025-06-07,tv,0.45
U00319,2501,2024-06-15,desktop,0.98
U00319,164457,2024-07-26,desktop,0.54
U00319,386826,2025-06-05,desktop,0.42
U00320,20504,2025-11-18,desktop,0.74
U00320,319910,2026-01-26,tv,0.87
U00320,9452,2025-10-10,tv,0.57
U00320,11812,2026-03-27,tablet,0.89
U00320,11495,2026-02-25,mobile,0.64
U00320,13853,2026-04-06,tv,0.85
U00320,264660,2025-10-08,mobile,0.51
U00320,71552,2025-11-12,tv,0.77
U00320,10279,2026-03-15,tablet,0.96
U00320,22488,2025-11-01,tablet,0.86
U00320,621,2025-11-22,mobile,0.88
U00320,30867,2026-01-08,tv,0.59
U00320,111,2025-11-27,tv,0.52
U00320,1635,2025-11-12,mobile,0.93
U00320,193893,2026-01-21,tv,0.77
U00320,268238,2025-11-26,tablet,0.46
U00320,77948,2025-12-25,mobile,0.92
U00320,184341,2025-11-15,desktop,0.53
U00320,36095,2025-11-09,tv,0.51
U00320,8976,2026-03-29,mobile,0.61
U00320,8051,2026-03-12,mobile,0.81
U00320,38093,2026-02-11,mobile,0.99
U00320,306,2025-11-09,tablet,0.67
U00320,74536,2026-04-26,mobile,0.56
U00321,41154,2024-10-22,mobile,0.78
U00321,42222,2023-06-24,tablet,0.67
U00321,222250,2025-12-14,tablet,0.47
U00321,3080,2024-01-17,desktop,0.75
U00321,49365,2025-07-16,desktop,0.67
U00321,24664,2024-04-03,tv,0.66
U00321,14139,2025-11-11,tablet,0.88
U00321,9297,2023-12-04,mobile,0.44
U00321,423,2025-09-05,tablet,0.74
U00321,3049,2024-04-10,mobile,0.92
U00321,10159,2024-07-30,mobile,0.4
U00321,591,2025-04-13,mobile,0.75
U00321,16072,2024-03-19,mobile,0.76
U00321,25941,2025-03-17,tablet,0.76
U00322,30315,2026-04-12,mobile,0.53
U00322,6968,2026-03-19,mobile,0.84
U00322,39180,2026-02-19,mobile,0.74
U00322,11467,2026-03-17,mobile,0.69
U00322,56930,2026-03-04,mobile,0.67
U00322,14278,2026-02-15,desktop,0.5
U00322,10691,2026-02-01,tv,0.48
U00322,10410,2026-03-04,tablet,0.64
U00322,218778,2026-02-18,tablet,0.5
U00322,74,2026-03-20,desktop,0.76
U00322,1687,2026-01-21,tablet,0.81
U00322,616,2026-04-13,mobile,0.99
U00322,46849,2026-03-07,desktop,0.53
U00322,36584,2026-01-15,tablet,0.83
U00322,617,2026-04-10,desktop,0.58
U00322,157293,2026-04-10,mobile,0.61
U00322,747,2026-04-20,mobile,0.7
U00323,15067,2026-03-29,mobile,0.59
U00323,51588,2026-03-23,desktop,0.4
U00323,11887,2026-04-04,tablet,0.65
U00323,21349,2026-04-28,desktop,0.88
U00323,77949,2026-03-10,mobile,0.72
U00323,192210,2026-03-13,mobile,0.92
U00323,78705,2026-04-07,mobile,0.97
U00323,62211,2026-04-09,mobile,0.66
U00323,297761,2026-04-22,desktop,0.46
U00323,1690,2026-03-16,tv,0.52
U00323,47889,2026-03-27,tv,0.98
U00323,5971,2026-04-09,desktop,0.88
U00323,10377,2026-04-16,tv,0.62
U00323,76494,2026-04-23,tv,0.55
U00323,68726,2026-04-08,desktop,0.49
U00323,87428,2026-04-22,desktop,0.81
U00323,82684,2026-03-23,tablet,0.5
U00323,61984,2026-04-02,tv,0.4
U00323,266647,2026-04-18,mobile,0.54
U00323,14191,2026-04-05,tablet,0.51
U00323,8871,2026-04-16,desktop,0.58
U00323,59962,2026-04-24,desktop,0.73
U00323,37724,2026-04-20,desktop,0.84
U00324,10188,2025-10-09,tv,0.75
U00324,550,2025-10-05,tv,0.65
U00324,2140,2025-10-12,tv,0.67
U00324,11529,2025-09-22,desktop,0.55
U00324,157336,2025-09-14,tablet,0.66
U00324,12312,2025-07-26,tv,0.46
U00324,2008,2025-08-13,desktop,0.44
U00324,859,2026-04-14,tv,0.75
U00324,264660,2026-03-05,tablet,0.4
U00324,10315,2025-07-09,mobile,0.61
U00324,28260,2025-08-05,tablet,0.82
U00324,20943,2026-04-02,desktop,0.63
U00324,13483,2026-03-04,mobile,0.97
U00324,10992,2026-02-10,tv,0.4
U00324,43610,2026-03-21,tablet,0.83
U00324,9360,2025-11-01,desktop,0.42
U00324,840,2026-01-21,tablet,0.92
U00324,186935,2026-01-21,tv,0.96
U00324,9092,2025-06-28,desktop,0.93
U00324,319888,2025-09-26,tv,0.6
U00324,216015,2026-01-10,desktop,0.59
U00324,11260,2025-07-26,tv,0.49
U00324,591,2025-08-29,tablet,0.96
U00324,80,2025-09-11,mobile,0.73
U00324,1213,2026-01-18,tablet,0.49
U00325,375950,2025-06-20,mobile,0.89
U00325,103663,2025-07-06,mobile,0.61
U00325,6947,2025-11-21,mobile,0.92
U00325,281957,2025-05-26,mobile,0.93
U00325,9208,2025-10-08,tablet,0.71
U00325,16633,2026-04-24,desktop,0.84
U00325,172391,2024-08-29,mobile,0.83
U00325,82702,2025-06-23,tablet,0.6
U00325,8435,2025-03-17,desktop,0.5
U00325,78381,2025-12-14,tablet,0.84
U00325,25209,2025-07-12,mobile,0.63
U00325,1590,2025-07-15,mobile,0.72
U00325,168259,2024-06-05,tv,0.74
U00325,8871,2025-11-07,tv,0.67
U00325,239,2025-09-27,desktop,0.96
U00325,18480,2026-03-01,mobile,0.6
U00325,18736,2025-03-20,tv,0.84
U00325,11191,2024-07-01,tv,0.45
U00325,325133,2024-10-17,tv,0.96
U00326,72358,2025-12-11,tablet,0.58
U00326,10024,2026-04-11,tv,0.91
U00326,17139,2026-01-10,tv,0.63
U00326,10431,2025-12-21,desktop,0.99
U00326,8810,2025-04-03,mobile,0.47
U00326,987,2025-05-13,tv,0.86
U00326,76640,2026-02-19,tablet,0.76
U00326,38579,2025-11-02,tv,0.48
U00326,586,2025-08-26,tv,0.73
U00326,62214,2025-11-20,mobile,0.86
U00326,67911,2025-10-24,desktop,0.58
U00326,76494,2026-01-10,tv,0.72
U00326,49049,2026-04-25,mobile,0.57
U00326,47816,2025-07-31,desktop,0.62
U00326,77016,2025-07-14,mobile,0.88
U00326,7510,2025-12-18,tv,0.42
U00326,216015,2025-05-24,tv,0.63
U00326,152599,2025-09-22,desktop,0.95
U00326,252,2025-10-10,desktop,0.86
U00326,176124,2025-09-02,tv,0.95
U00326,259694,2025-05-20,tv,0.55
U00327,10048,2025-11-19,tablet,0.8
U00327,13374,2026-01-25,mobile,0.37
U00327,84175,2026-01-05,tablet,0.94
U00327,11395,2025-08-06,tablet,0.37
U00327,10179,2026-02-01,tablet,0.7
U00327,8976,2025-09-26,desktop,0.45
U00327,13150,2025-08-07,tv,0.36
U00327,239678,2026-01-05,tv,0.82
U00327,9282,2025-12-15,tablet,0.77
U00327,10197,2026-03-28,mobile,0.78
U00328,39513,2023-01-14,tv,0.87
U00328,13856,2025-01-26,desktop,0.42
U00328,35688,2025-03-16,tv,0.5
U00328,231617,2025-09-29,mobile,0.75
U00328,262504,2026-02-21,mobile,0.76
U00328,50837,2026-03-12,desktop,0.42
U00328,14538,2023-04-19,desktop,0.84
U00328,14165,2022-07-29,mobile,0.7
U00329,331190,2024-08-21,tv,0.99
U00329,59961,2025-06-11,tablet,0.95
U00329,206284,2025-08-18,tv,0.59
U00329,10070,2025-02-12,desktop,0.41
U00329,87826,2025-04-04,desktop,0.73
U00329,146304,2024-08-16,tv,0.42
U00329,13072,2024-10-29,desktop,0.38
U00329,146,2026-01-02,tv,0.81
U00329,19052,2025-07-11,mobile,0.78
U00329,21074,2026-01-24,mobile,0.7
U00329,10776,2025-05-10,mobile,0.57
U00329,244267,2026-04-13,desktop,0.91
U00330,10188,2025-11-09,mobile,0.95
U00330,1894,2026-01-13,mobile,0.55
U00330,10358,2026-02-15,desktop,0.99
U00330,2907,2026-04-12,tablet,0.92
U00330,59860,2025-09-05,tv,0.37
U00330,92182,2025-10-17,desktop,0.72
U00330,11137,2025-07-01,tv,0.38
U00330,333371,2026-04-17,tv,0.79
U00330,4107,2025-07-19,tablet,0.58
U00330,6964,2025-06-23,desktop,0.54
U00331,116711,2025-05-13,desktop,0.99
U00331,241254,2026-02-14,tv,0.99
U00331,10132,2025-12-14,desktop,0.85
U00331,9641,2026-04-06,desktop,0.93
U00331,1487,2026-02-19,tv,0.52
U00331,26963,2026-03-14,mobile,0.75
U00331,10923,2026-04-27,tv,0.4
U00331,7347,2025-10-29,tv,0.38
U00331,5559,2025-09-10,tv,0.67
U00331,9273,2025-10-27,tv,0.47
U00331,46332,2025-04-07,desktop,0.37
U00332,63006,2024-11-24,desktop,0.38
U00332,10077,2025-11-05,tv,0.7
U00332,9839,2025-09-26,tv,0.64
U00332,72190,2025-02-06,desktop,0.44
U00332,9104,2024-04-26,mobile,0.83
U00332,5503,2025-12-25,desktop,0.63
U00332,38579,2025-07-14,tv,0.83
U00332,25763,2024-12-10,mobile,0.9
U00332,23618,2024-06-11,tv,0.5
U00332,31668,2024-12-26,tablet,0.51
U00332,764,2024-08-05,tablet,0.87
U00332,38745,2024-10-30,mobile,0.52
U00332,11456,2025-04-09,mobile,0.87
U00332,10488,2026-01-11,tv,0.88
U00333,303858,2026-03-26,mobile,0.95
U00333,142061,2025-09-29,tv,0.42
U00333,80215,2026-01-17,desktop,0.85
U00333,28053,2026-03-16,tablet,0.98
U00333,13688,2025-09-09,mobile,0.6
U00333,816,2025-08-26,tablet,0.67
U00333,68728,2025-11-17,tv,0.43
U00333,9678,2025-10-22,tv,0.84
U00333,19615,2025-12-08,mobile,0.39
U00333,181283,2026-04-24,tablet,0.98
U00333,12404,2026-03-29,tv,0.62
U00333,13785,2026-02-20,tablet,0.94
U00333,9353,2025-12-24,mobile,0.94
U00333,16996,2025-12-22,tablet,0.58
U00333,11592,2025-10-02,desktop,0.82
U00333,14652,2026-04-13,mobile,0.96
U00333,106845,2026-02-28,tablet,0.74
U00333,49526,2025-12-06,tablet,0.72
U00333,26466,2026-01-10,desktop,0.69
U00333,241257,2025-12-27,tv,0.88
U00333,138103,2025-11-08,tv,0.5
U00333,184374,2025-12-28,tablet,0.68
U00334,331190,2026-02-15,mobile,0.35
U00334,43630,2026-03-20,desktop,0.46
U00334,15005,2026-04-20,mobile,0.47
U00334,292539,2026-01-21,tablet,0.8
U00334,22530,2026-04-07,tv,0.77
U00334,1427,2026-02-07,tv,0.78
U00334,22894,2026-03-10,mobile,0.83
U00334,2163,2026-01-30,desktop,0.92
U00334,300706,2026-04-25,tv,0.82
U00334,11457,2026-01-24,tablet,0.8
U00334,97370,2026-01-21,tablet,0.86
U00334,21641,2026-01-26,tablet,0.68
U00334,13518,2026-02-16,desktop,0.58
U00334,9870,2026-03-23,tablet,0.86
U00334,10385,2026-02-23,desktop,0.39
U00334,89492,2026-03-03,desktop,0.61
U00334,2637,2026-02-15,mobile,0.62
U00334,12400,2026-02-09,desktop,0.49
U00334,25196,2026-04-20,tv,0.86
U00334,11351,2026-04-11,mobile,0.44
U00334,13649,2026-03-31,mobile,0.4
U00335,86834,2024-05-10,tablet,0.75
U00335,12133,2024-08-25,mobile,0.51
U00335,4518,2026-01-16,tv,0.41
U00335,70478,2024-05-02,desktop,0.5
U00335,31246,2024-02-29,mobile,0.94
U00335,2196,2023-07-21,mobile,0.84
U00335,127493,2023-10-10,mobile,0.67
U00335,13811,2024-01-13,tablet,0.55
U00335,338,2026-01-04,mobile,0.38
U00335,258489,2024-10-21,tv,0.77
U00335,168672,2023-12-10,tablet,0.52
U00335,182291,2025-04-14,tablet,0.58
U00335,1573,2025-03-03,tv,0.65
U00335,291362,2025-03-16,mobile,0.86
U00335,4982,2023-12-30,tv,0.77
U00335,121,2024-01-14,tablet,0.59
U00335,9045,2025-02-24,tablet,0.39
U00335,130150,2025-09-26,mobile,0.57
U00336,142061,2026-03-31,desktop,0.42
U00336,119657,2025-04-05,desktop,0.73
U00336,273481,2025-05-24,mobile,0.54
U00336,50497,2025-12-20,tv,0.78
U00336,25784,2025-08-09,desktop,0.42
U00336,280381,2025-05-30,tv,0.49
U00336,76757,2025-09-30,tv,0.83
U00336,7461,2026-01-12,tablet,0.58
U00336,20653,2025-06-06,tablet,0.56
U00336,629,2025-08-25,tablet,0.56
U00336,22787,2025-07-20,mobile,0.62
U00336,13007,2025-08-08,tablet,0.5
U00336,7214,2025-10-08,tv,0.82
U00336,1245,2026-02-10,tablet,0.43
U00336,296,2025-12-30,tv,0.91
U00336,10040,2025-07-20,tablet,0.86
U00336,35689,2026-01-02,mobile,0.79
U00336,133698,2025-12-10,tv,0.7
U00336,257211,2025-09-01,mobile,0.53
U00336,38745,2026-03-11,desktop,0.78
U00337,157058,2025-04-18,desktop,0.51
U00337,227159,2025-08-01,desktop,0.54
U00337,9367,2025-06-10,tablet,0.37
U00337,9607,2026-02-23,tablet,0.76
U00337,17332,2025-09-11,desktop,0.76
U00337,6217,2025-07-18,mobile,0.55
U00337,1781,2026-04-23,tv,0.56
U00337,15670,2026-04-12,tablet,0.72
U00337,215924,2025-11-07,desktop,1.0
U00337,755,2025-05-15,mobile,0.8
U00337,35696,2026-01-17,mobile,0.43
U00337,2755,2026-04-15,mobile,0.98
U00337,241771,2025-11-22,mobile,0.83
U00337,20391,2026-03-27,tv,0.61
U00337,33511,2026-03-29,tv,0.95
U00337,22,2025-12-24,tablet,0.78
U00337,921,2025-07-17,tv,0.96
U00337,5494,2025-08-01,mobile,0.93
U00337,20764,2025-12-15,tablet,0.44
U00337,4513,2025-04-30,tablet,0.42
U00338,69270,2025-05-07,mobile,0.45
U00338,628,2024-04-15,mobile,0.46
U00338,7453,2025-11-22,tv,0.44
U00338,11240,2025-08-11,tablet,0.58
U00338,22949,2025-12-10,tv,0.7
U00338,168259,2025-03-30,mobile,0.96
U00338,4248,2024-07-29,desktop,0.54
U00338,11831,2024-11-28,mobile,0.76
U00338,57119,2025-12-16,tv,0.93
U00338,44115,2025-12-02,tablet,0.42
U00338,352978,2025-07-11,tablet,0.52
U00338,12246,2024-12-07,desktop,0.44
U00338,22617,2025-06-06,mobile,0.67
U00338,8198,2024-09-05,tv,0.99
U00338,9588,2025-07-31,tablet,0.48
U00339,125490,2024-06-04,desktop,0.42
U00339,180,2024-06-30,desktop,0.68
U00339,274479,2025-06-24,desktop,0.51
U00339,59917,2023-01-23,tablet,0.78
U00339,32395,2025-05-28,mobile,0.71
U00339,1439,2023-02-23,tablet,0.76
U00339,1360,2025-07-30,mobile,0.76
U00339,9707,2024-11-27,desktop,0.92
U00339,82690,2024-06-21,tablet,0.58
U00339,9837,2023-11-07,tv,0.93
U00340,72358,2024-04-21,mobile,0.51
U00340,253331,2024-04-27,mobile,0.89
U00340,22821,2025-09-19,tablet,0.7
U00340,1586,2025-08-08,mobile,0.58
U00340,16608,2025-06-10,mobile,0.62
U00340,58431,2024-08-12,tablet,0.45
U00340,39939,2024-11-19,desktop,0.81
U00340,68727,2024-12-23,desktop,0.64
U00340,121986,2024-02-14,mobile,0.88
U00340,13579,2025-10-18,desktop,0.49
U00340,11219,2024-06-28,mobile,0.39
U00340,13429,2025-03-12,tablet,0.58
U00340,1443,2025-11-14,tablet,0.53
U00341,8273,2025-11-15,mobile,0.51
U00341,178862,2026-01-02,mobile,0.38
U00341,3080,2025-03-27,desktop,0.92
U00341,9353,2025-02-20,tablet,0.74
U00341,67238,2025-12-04,tablet,0.81
U00341,11661,2025-01-23,mobile,0.71
U00341,455,2025-07-16,mobile,0.91
U00341,549,2024-10-28,tablet,0.78
U00341,18550,2024-11-03,tv,0.86
U00341,41513,2025-11-26,mobile,0.8
U00341,41283,2026-02-01,tv,0.73
U00342,12227,2026-04-05,tv,0.43
U00342,81796,2026-03-16,tablet,0.48
U00342,134597,2026-04-23,mobile,0.54
U00342,3021,2026-04-28,tablet,0.4
U00342,2059,2026-04-09,tablet,0.68
U00342,2637,2026-03-20,tv,0.6
U00342,68924,2026-04-18,tablet,0.67
U00342,22820,2026-03-22,tv,0.8
U00342,8976,2026-04-12,mobile,0.59
U00342,18533,2026-04-08,tablet,0.72
U00342,14538,2026-05-02,desktop,0.83
U00342,10431,2026-04-19,tv,0.48
U00342,18736,2026-04-06,desktop,0.65
U00342,10481,2026-04-24,tablet,0.76
U00342,11468,2026-04-19,tablet,0.99
U00343,43653,2025-03-29,desktop,0.94
U00343,269057,2026-02-20,tablet,1.0
U00343,68924,2026-03-29,tablet,0.35
U00343,9509,2025-08-27,mobile,0.87
U00343,2977,2026-04-10,mobile,0.73
U00343,29595,2025-01-23,tablet,0.51
U00343,9762,2025-09-13,tablet,0.85
U00343,82702,2026-03-13,mobile,0.8
U00343,19150,2026-02-12,desktop,0.81
U00344,2667,2023-11-26,desktop,0.8
U00344,19913,2026-03-18,tv,0.64
U00344,11904,2025-08-21,mobile,0.38
U00344,41402,2023-12-09,tablet,0.99
U00344,14295,2026-03-08,desktop,0.49
U00344,1931,2025-08-12,tablet,0.77
U00344,1770,2023-03-02,tablet,0.73
U00344,9591,2024-06-11,mobile,0.45
U00344,1808,2025-11-08,mobile,0.49
U00344,1282,2023-04-23,tablet,0.5
U00344,60421,2024-08-29,desktop,0.88
U00344,159014,2024-10-26,tablet,0.84
U00344,74725,2023-09-16,tablet,0.95
U00344,333371,2026-04-29,tv,0.7
U00344,17578,2026-04-21,tablet,0.97
U00344,8676,2025-04-20,tablet,0.78
U00345,18869,2025-04-13,tv,0.4
U00345,10877,2025-05-21,tablet,0.45
U00345,255266,2025-05-28,mobile,0.89
U00345,9955,2025-10-20,mobile,0.47
U00345,8981,2026-02-06,desktop,0.77
U00345,312221,2026-01-12,desktop,0.53
U00345,27585,2025-06-19,desktop,0.38
U00345,50780,2026-01-27,tablet,0.44
U00345,42151,2025-04-02,tv,0.78
U00345,1591,2026-03-25,desktop,0.6
U00345,6957,2025-10-18,tv,0.83
U00345,9978,2025-06-09,desktop,0.87
U00345,10761,2025-12-07,mobile,0.37
U00346,179144,2026-01-02,mobile,0.44
U00346,9737,2025-12-16,tv,0.54
U00346,6639,2025-05-15,mobile,0.54
U00346,38303,2025-05-10,desktop,0.43
U00346,107846,2025-10-04,tablet,0.82
U00346,400,2026-02-27,desktop,0.72
U00346,168,2026-04-09,tablet,0.89
U00346,9772,2025-06-22,mobile,0.74
U00346,76163,2025-03-24,desktop,0.9
U00346,47088,2025-03-25,desktop,0.6
U00346,225886,2026-01-22,tv,0.73
U00346,48289,2026-01-02,tv,0.65
U00346,84401,2026-02-03,tv,0.62
U00346,357441,2025-12-22,desktop,0.81
U00347,16911,2026-01-05,tablet,0.59
U00347,109418,2025-07-16,desktop,0.7
U00347,291081,2026-01-23,mobile,0.72
U00347,16471,2025-09-21,mobile,0.85
U00347,1369,2025-06-21,tablet,0.98
U00347,36095,2025-11-15,tablet,0.53
U00347,72105,2025-06-22,tablet,0.43
U00347,16340,2026-03-17,tablet,0.57
U00347,11375,2025-08-16,mobile,0.86
U00347,39939,2026-03-24,tablet,0.75
U00347,38357,2025-08-30,mobile,0.94
U00347,76285,2026-01-13,tv,0.42
U00347,228550,2025-12-14,mobile,0.88
U00347,13600,2025-06-03,mobile,0.48
U00347,43839,2025-08-19,desktop,0.8
U00347,10590,2025-10-17,mobile,0.98
U00348,10719,2025-03-03,mobile,0.48
U00348,32856,2025-05-11,tablet,0.55
U00348,9273,2025-11-28,tv,0.6
U00348,18925,2025-11-24,mobile,0.98
U00348,110415,2024-11-17,mobile,0.85
U00348,12159,2025-02-26,mobile,0.8
U00348,10077,2025-08-18,tv,0.52
U00348,49020,2025-01-05,tablet,0.37
U00348,9781,2025-11-16,desktop,0.5
U00348,161,2025-08-11,tv,0.39
U00348,89,2026-02-05,tv,0.78
U00348,263503,2025-07-28,desktop,0.68
U00348,116584,2025-02-01,tablet,0.44
U00348,12771,2026-03-16,tablet,0.75
U00348,12901,2025-01-05,desktop,0.66
U00348,360339,2026-04-28,desktop,0.55
U00348,259943,2025-02-11,desktop,0.94
U00348,350,2025-12-22,tv,0.84
U00348,89857,2025-10-11,mobile,0.55
U00348,9543,2025-08-24,tablet,0.48
U00348,16769,2025-05-17,desktop,0.93
U00349,60307,2025-11-21,desktop,0.57
U00349,138697,2026-02-18,tablet,0.87
U00349,17654,2025-12-02,desktop,0.95
U00349,66607,2026-04-07,tablet,0.38
U00349,32275,2026-04-13,tv,0.49
U00349,20352,2025-11-10,desktop,0.7
U00349,702,2026-02-17,tv,0.54
U00349,16619,2026-01-06,mobile,0.82
U00349,10715,2026-03-09,tv,0.43
U00349,1428,2026-02-17,tablet,0.47
U00349,12620,2025-10-20,desktop,0.88
U00349,339408,2026-01-04,tablet,0.54
U00349,10972,2026-01-16,tablet,0.67
U00350,79316,2026-03-23,mobile,0.86
U00350,943,2026-03-11,tablet,0.44
U00350,227719,2026-04-28,tv,0.46
U00350,169917,2026-04-04,mobile,0.87
U00350,10783,2025-12-06,tablet,0.95
U00350,109418,2026-01-09,tablet,0.84
U00350,46195,2026-01-26,desktop,0.97
U00350,13491,2025-12-17,tv,0.86
U00350,580,2025-12-11,mobile,0.91
U00350,12637,2025-12-03,tv,0.59
U00350,692,2025-12-09,desktop,0.42
U00351,8386,2025-06-14,tablet,0.47
U00351,12153,2025-10-20,mobile,0.44
U00351,345911,2026-01-14,mobile,0.96
U00351,205220,2025-12-19,desktop,0.64
U00351,25636,2025-09-25,tv,0.65
U00351,34101,2025-08-10,mobile,0.48
U00351,10743,2026-01-08,tablet,0.41
