user_id,movie_id,rating,rating_date,comment
U00441,11836,6.1,2026-04-16,No era lo que esperaba
U00441,64682,6.5,2026-04-03,Me gusto bastante
U00441,9988,7.1,2026-04-30,Me gusto bastante
U00442,13490,5.0,2023-08-12,Excelente recomendacion
U00442,278927,7.7,2025-02-04,Excelente recomendacion
U00442,311,7.3,2025-03-12,Gran actuacion
U00442,9372,7.6,2022-09-30,Buen ritmo
U00442,2292,7.3,2024-02-25,La volveria a ver
U00442,57119,6.7,2025-11-08,Buena para recomendar
U00442,507,7.2,2025-08-10,Me gusto bastante
U00442,100402,7.7,2024-04-21,No era lo que esperaba
U00443,44826,5.6,2023-03-12,Buena para recomendar
U00443,49538,6.3,2026-01-04,Final inesperado
U00443,816,5.3,2024-08-13,Buena para recomendar
U00443,38050,6.5,2022-12-25,Historia entretenida
U00443,2294,5.6,2023-11-05,La volveria a ver
U00443,9583,5.9,2025-08-06,No era lo que esperaba
U00443,9294,7.5,2023-08-02,Gran actuacion
U00443,26367,6.1,2023-07-03,La volveria a ver
U00443,9093,5.5,2025-04-17,La volveria a ver
U00443,296,7.2,2022-09-23,Visualmente increible
U00443,38543,7.3,2022-12-22,Gran actuacion
U00443,13994,7.0,2025-06-25,Buen ritmo
U00443,16727,6.0,2022-09-06,Visualmente increible
U00444,254472,5.5,2026-03-11,Gran actuacion
U00444,64807,7.2,2024-01-01,Excelente recomendacion
U00444,50456,6.6,2026-04-01,Buen ritmo
U00444,13025,6.7,2024-12-28,Visualmente increible
U00444,2359,8.8,2024-11-12,Excelente recomendacion
U00444,50035,6.7,2024-03-16,No era lo que esperaba
U00444,10585,5.3,2024-05-31,Buena para recomendar
U00444,9952,8.1,2025-10-23,Buena para recomendar
U00444,40963,9.8,2024-12-24,Historia entretenida
U00444,14411,6.4,2024-07-06,Historia entretenida
U00444,10204,7.1,2026-04-22,Buena para recomendar
U00444,9729,5.6,2024-08-23,Me gusto bastante
U00445,12589,4.3,2023-08-12,Visualmente increible
U00445,260778,6.1,2025-02-13,La volveria a ver
U00445,21641,7.9,2024-01-13,Buena para recomendar
U00445,22796,5.6,2023-11-30,Buen ritmo
U00445,89325,4.5,2026-04-01,Excelente recomendacion
U00445,10761,6.4,2025-09-07,Buen ritmo
U00446,38363,5.1,2024-01-20,Excelente recomendacion
U00446,16653,6.1,2025-01-31,La volveria a ver
U00446,360188,1.9,2024-01-21,Buena para recomendar
U00446,8065,5.4,2023-12-17,Buena para recomendar
U00446,12819,5.4,2025-11-26,Historia entretenida
U00446,299553,4.5,2022-12-12,Historia entretenida
U00446,8838,5.2,2024-10-06,Final inesperado
U00446,164457,7.9,2024-03-04,Final inesperado
U00446,89,8.4,2023-07-28,No era lo que esperaba
U00446,238603,4.6,2023-02-05,Final inesperado
U00446,11253,6.4,2022-09-24,La volveria a ver
U00447,14574,7.5,2024-05-16,Buen ritmo
U00447,11091,5.5,2024-01-22,Historia entretenida
U00447,44634,6.0,2024-05-27,La volveria a ver
U00447,9557,4.1,2025-02-01,Buen ritmo
U00447,49018,7.2,2024-07-24,No era lo que esperaba
U00447,13435,5.8,2025-03-02,La volveria a ver
U00447,4599,6.7,2025-12-22,La volveria a ver
U00447,9645,4.1,2023-09-07,Visualmente increible
U00447,5175,4.9,2025-03-03,Gran actuacion
U00447,74536,5.3,2026-01-30,Buena para recomendar
U00447,11975,5.7,2024-06-17,Me gusto bastante
U00448,9587,6.2,2023-05-31,Excelente recomendacion
U00448,12612,6.4,2024-04-06,Final inesperado
U00448,161795,6.9,2024-02-05,Visualmente increible
U00448,1018,7.3,2023-06-29,Historia entretenida
U00448,408,6.9,2025-05-09,Final inesperado
U00448,24126,5.0,2024-01-26,Excelente recomendacion
U00449,45054,5.5,2025-05-18,La volveria a ver
U00449,12211,4.5,2025-07-29,La volveria a ver
U00449,185465,4.2,2025-09-10,Buen ritmo
U00449,11954,7.6,2026-04-24,Final inesperado
U00449,246655,6.0,2025-10-29,Buena para recomendar
U00449,4256,6.6,2026-02-10,Excelente recomendacion
U00449,211557,6.8,2025-09-27,Me gusto bastante
U00450,38321,6.9,2024-12-22,Me gusto bastante
U00450,8835,6.6,2025-11-18,Excelente recomendacion
U00450,76163,6.6,2025-05-29,No era lo que esperaba
U00450,10718,3.7,2025-04-02,Me gusto bastante
U00450,205587,6.9,2026-02-03,Me gusto bastante
U00450,6488,6.2,2024-08-17,No era lo que esperaba
U00450,14536,4.6,2025-09-02,La volveria a ver
U00450,205596,8.2,2025-09-29,La volveria a ver
U00450,230266,7.3,2025-02-25,Visualmente increible
U00450,239563,6.6,2025-04-05,Final inesperado
U00450,102651,6.0,2024-11-30,Me gusto bastante
U00450,29917,8.0,2024-05-11,Final inesperado
U00450,183894,6.3,2025-07-11,La volveria a ver
U00450,34769,5.4,2025-06-04,Buen ritmo
U00450,126509,3.4,2025-03-02,No era lo que esperaba
U00451,1544,5.7,2025-05-08,Gran actuacion
U00451,65057,5.3,2025-06-30,Gran actuacion
U00451,26791,8.0,2026-02-22,Me gusto bastante
U00451,83542,6.2,2025-10-31,Visualmente increible
U00451,9842,5.9,2025-06-20,Final inesperado
U00451,264660,7.9,2026-03-16,Historia entretenida
U00452,1667,7.4,2026-03-05,Excelente recomendacion
U00452,9366,6.4,2026-01-18,Me gusto bastante
U00452,9543,7.1,2025-03-08,La volveria a ver
U00452,59678,7.3,2025-03-29,Final inesperado
U00452,205584,4.9,2025-07-22,Me gusto bastante
U00452,130150,6.4,2025-04-01,Me gusto bastante
U00453,13685,6.1,2026-02-22,Buen ritmo
U00453,1555,7.2,2026-04-11,Historia entretenida
U00453,18238,6.3,2026-02-18,Buena para recomendar
U00453,1259,5.7,2026-03-05,Me gusto bastante
U00453,49022,5.5,2026-01-27,Final inesperado
U00453,616,8.8,2026-03-08,Historia entretenida
U00453,1429,7.3,2026-01-11,La volveria a ver
U00453,9952,6.5,2026-03-28,Buen ritmo
U00454,13937,5.1,2025-10-27,Buen ritmo
U00454,11544,6.7,2024-04-17,Historia entretenida
U00454,15070,5.0,2024-10-24,No era lo que esperaba
U00454,769,8.7,2026-04-13,Gran actuacion
U00454,4379,6.0,2025-09-06,Buena para recomendar
U00454,68722,7.6,2024-05-03,Buen ritmo
U00454,8367,6.1,2025-06-12,Final inesperado
U00455,87943,8.0,2024-12-20,Visualmente increible
U00455,30596,7.4,2024-02-12,Historia entretenida
U00455,203833,7.6,2024-10-27,Excelente recomendacion
U00455,1621,8.3,2025-01-24,Me gusto bastante
U00455,14306,7.4,2025-08-10,Buen ritmo
U00455,11446,7.6,2025-10-31,Historia entretenida
U00455,280391,3.9,2026-01-18,Gran actuacion
U00455,8814,6.3,2025-06-06,Excelente recomendacion
U00455,1365,7.9,2025-09-19,Buen ritmo
U00455,322,7.8,2025-07-02,Visualmente increible
U00455,18487,7.1,2024-04-22,La volveria a ver
U00455,820,6.4,2024-08-21,Excelente recomendacion
U00455,8413,7.1,2026-03-18,Excelente recomendacion
U00455,10685,6.0,2025-10-09,Historia entretenida
U00455,4380,4.7,2024-04-08,Buen ritmo
U00456,1656,5.6,2026-02-14,Me gusto bastante
U00456,14112,4.8,2025-11-15,Gran actuacion
U00456,861,6.7,2026-04-20,La volveria a ver
U00456,9016,6.2,2026-01-11,Visualmente increible
U00456,149,9.2,2025-09-07,No era lo que esperaba
U00456,297761,5.2,2025-08-03,Final inesperado
U00456,22971,5.6,2026-03-12,La volveria a ver
U00456,158895,8.1,2025-08-03,No era lo que esperaba
U00456,14538,7.2,2025-11-08,Final inesperado
U00456,334531,8.2,2026-02-12,La volveria a ver
U00456,11026,5.7,2026-03-19,Excelente recomendacion
U00456,10402,5.6,2025-09-22,Final inesperado
U00456,9989,4.5,2025-06-14,No era lo que esperaba
U00456,8968,5.9,2025-12-27,Historia entretenida
U00456,39349,4.5,2025-08-08,La volveria a ver
U00456,52032,7.3,2025-10-26,Visualmente increible
U00456,272,6.5,2026-04-28,Historia entretenida
U00457,550,7.8,2025-06-12,Buen ritmo
U00457,860,6.5,2023-11-17,Buen ritmo
U00457,83666,8.5,2026-02-16,Visualmente increible
U00457,301365,6.7,2025-04-17,No era lo que esperaba
U00457,44115,6.8,2024-04-17,Historia entretenida
U00457,15059,6.2,2025-04-08,Gran actuacion
U00457,24126,5.9,2025-05-22,Gran actuacion
U00457,34806,7.0,2025-10-23,Excelente recomendacion
U00457,13184,4.9,2025-03-02,Buen ritmo
U00457,10708,5.1,2024-05-24,Gran actuacion
U00457,187017,8.2,2026-03-21,Me gusto bastante
U00457,9963,5.9,2025-09-04,La volveria a ver
U00457,13689,7.5,2024-03-16,Visualmente increible
U00458,23706,5.5,2025-11-17,Buena para recomendar
U00458,25196,5.9,2026-04-22,Historia entretenida
U00458,10045,7.2,2026-01-15,Excelente recomendacion
U00458,41479,5.0,2025-02-22,Visualmente increible
U00458,257445,7.1,2025-10-16,Historia entretenida
U00459,53457,6.7,2026-04-30,Buena para recomendar
U00459,59930,2.9,2025-01-26,Me gusto bastante
U00459,20322,6.1,2026-01-27,Buen ritmo
U00459,11635,7.1,2025-12-08,Final inesperado
U00459,4970,7.1,2024-12-12,Buen ritmo
U00459,281957,8.6,2024-08-20,Final inesperado
U00460,11162,7.6,2023-11-19,Historia entretenida
U00460,10684,7.1,2023-10-14,Final inesperado
U00460,5125,5.2,2023-06-01,Visualmente increible
U00460,57294,6.6,2023-03-03,Excelente recomendacion
U00461,4597,4.5,2025-09-19,Me gusto bastante
U00461,11775,6.2,2025-12-28,Final inesperado
U00461,187017,7.1,2025-12-18,Gran actuacion
U00461,61752,6.4,2025-08-28,No era lo que esperaba
U00461,9621,6.0,2025-09-02,No era lo que esperaba
U00461,8198,5.3,2025-09-20,Final inesperado
U00461,19265,7.8,2026-01-10,No era lo que esperaba
U00462,770,7.3,2025-07-04,Buena para recomendar
U00462,380,7.6,2026-02-12,Historia entretenida
U00462,546,6.3,2025-08-31,Buen ritmo
U00462,211086,5.2,2025-06-29,Historia entretenida
U00462,41733,5.3,2026-03-25,Historia entretenida
U00462,351043,3.4,2026-04-04,Final inesperado
U00463,9286,6.2,2025-02-13,Excelente recomendacion
U00463,9486,5.6,2025-03-02,Gran actuacion
U00463,25209,8.7,2026-02-04,Buena para recomendar
U00463,57158,6.8,2025-07-14,No era lo que esperaba
U00463,82690,8.3,2025-05-12,Final inesperado
U00464,191714,6.7,2023-08-05,Me gusto bastante
U00464,9884,6.1,2024-10-29,Historia entretenida
U00464,10655,6.6,2025-05-18,Final inesperado
U00464,32275,5.7,2023-07-29,Gran actuacion
U00464,22013,6.0,2024-04-14,Visualmente increible
U00464,497,6.7,2026-04-18,Me gusto bastante
U00464,84197,5.7,2023-12-19,Me gusto bastante
U00464,44835,6.9,2026-03-01,La volveria a ver
U00465,534,4.4,2024-10-25,Visualmente increible
U00465,55420,5.5,2025-09-17,Historia entretenida
U00465,3034,6.6,2024-09-22,Excelente recomendacion
U00465,1586,7.3,2024-05-02,No era lo que esperaba
U00465,18713,5.4,2023-10-04,Final inesperado
U00465,4032,7.1,2024-11-19,Me gusto bastante
U00465,9682,4.9,2023-06-26,Buen ritmo
U00465,299245,4.8,2024-04-15,Buena para recomendar
U00465,38745,6.3,2024-02-08,Final inesperado
U00466,46829,7.4,2023-05-31,Buena para recomendar
U00466,19913,5.8,2025-09-04,No era lo que esperaba
U00466,8814,4.8,2026-04-14,Gran actuacion
U00466,4256,5.6,2023-03-28,Buen ritmo
U00466,307081,5.8,2025-11-22,No era lo que esperaba
U00466,11615,7.4,2025-08-23,Buen ritmo
U00467,134,6.8,2023-04-07,Buena para recomendar
U00467,7863,8.1,2024-06-25,Visualmente increible
U00467,254024,5.3,2024-12-16,Me gusto bastante
U00467,121,7.1,2025-12-31,Excelente recomendacion
U00467,7305,7.3,2023-11-11,Gran actuacion
U00467,1537,6.5,2024-05-04,Buen ritmo
U00468,89750,5.4,2026-01-30,Final inesperado
U00468,79161,7.2,2026-04-12,La volveria a ver
U00468,328307,8.5,2026-02-18,Buena para recomendar
U00468,10395,7.4,2026-03-03,La volveria a ver
U00468,710,6.7,2026-01-21,Historia entretenida
U00468,205775,6.4,2026-02-04,Buena para recomendar
U00468,250349,6.4,2026-04-04,Historia entretenida
U00469,10461,6.2,2026-01-12,Buena para recomendar
U00469,12123,5.1,2026-01-22,Me gusto bastante
U00469,17917,5.9,2026-03-14,Historia entretenida
U00469,16642,8.9,2026-02-24,Final inesperado
U00469,11113,6.8,2026-03-04,Gran actuacion
U00469,187,7.8,2026-04-04,Gran actuacion
U00469,20024,5.8,2026-01-18,Visualmente increible
U00469,2447,7.3,2026-02-03,Me gusto bastante
U00469,22,6.5,2026-04-28,Me gusto bastante
U00470,13250,5.5,2025-09-15,Buen ritmo
U00470,2830,3.6,2025-01-29,Me gusto bastante
U00470,11353,5.2,2024-04-16,Buena para recomendar
U00470,50875,6.5,2024-04-24,Final inesperado
U00470,88751,5.9,2025-09-22,Historia entretenida
U00470,782,8.8,2025-07-25,Visualmente increible
U00470,16869,9.0,2025-08-20,Buen ritmo
U00470,4349,6.2,2023-12-02,No era lo que esperaba
U00470,489,8.5,2025-11-14,Visualmente increible
U00471,22013,7.8,2023-03-03,Gran actuacion
U00471,9504,8.9,2023-07-07,La volveria a ver
U00471,46529,6.6,2022-10-02,No era lo que esperaba
U00471,17711,3.6,2024-10-16,La volveria a ver
U00471,10623,5.8,2024-04-30,Excelente recomendacion
U00471,18254,6.5,2024-09-15,Buena para recomendar
U00471,7510,4.7,2025-01-01,Excelente recomendacion
U00472,9737,7.7,2024-12-17,Buen ritmo
U00472,10014,6.5,2026-02-14,Final inesperado
U00472,13476,5.1,2024-12-06,Me gusto bastante
U00473,76726,7.4,2026-03-07,Gran actuacion
U00473,12658,4.5,2025-07-16,Final inesperado
U00473,1904,6.9,2025-02-18,Me gusto bastante
U00473,193610,7.3,2026-03-26,Visualmente increible
U00473,698,6.7,2025-06-19,Buena para recomendar
U00474,287903,5.5,2026-02-20,Final inesperado
U00474,17134,4.4,2024-07-29,Gran actuacion
U00474,330770,6.5,2024-11-08,Me gusto bastante
U00474,20616,4.0,2024-09-01,Historia entretenida
U00474,2067,6.3,2025-12-14,La volveria a ver
U00474,9763,5.2,2025-04-06,Excelente recomendacion
U00474,12621,7.3,2025-01-02,Me gusto bastante
U00474,11354,5.5,2024-08-18,Historia entretenida
U00474,64682,6.7,2025-02-26,La volveria a ver
U00474,116977,1.3,2024-12-25,Visualmente increible
U00475,42684,4.5,2024-03-18,Visualmente increible
U00475,55561,4.9,2024-09-20,La volveria a ver
U00475,10024,5.6,2024-11-25,Buena para recomendar
U00475,9488,6.5,2025-04-12,Excelente recomendacion
U00475,38356,5.0,2023-09-13,Gran actuacion
U00475,116741,7.4,2024-03-19,Final inesperado
U00475,5494,3.9,2023-12-27,Visualmente increible
U00475,109414,6.4,2026-03-12,Buena para recomendar
U00475,164457,5.3,2026-04-15,Excelente recomendacion
U00475,378200,6.5,2025-03-19,Buen ritmo
U00476,1251,6.8,2024-04-02,La volveria a ver
U00476,251,6.2,2026-03-10,Historia entretenida
U00476,15765,5.8,2024-09-13,Final inesperado
U00476,8966,6.9,2025-07-01,Excelente recomendacion
U00476,1562,7.8,2024-05-30,No era lo que esperaba
U00476,146631,2.8,2024-03-22,La volveria a ver
U00477,59961,5.4,2026-01-24,Historia entretenida
U00477,197,9.0,2025-12-07,La volveria a ver
U00477,192102,4.6,2026-04-23,Visualmente increible
U00477,6071,6.4,2025-10-23,Buen ritmo
U00477,77016,8.2,2026-01-01,Excelente recomendacion
U00477,88042,4.9,2025-11-06,Buen ritmo
U00477,10985,5.8,2026-03-22,Visualmente increible
U00478,9705,6.6,2025-07-22,Me gusto bastante
U00478,78383,4.1,2025-01-21,Me gusto bastante
U00478,9509,8.3,2025-08-30,Gran actuacion
U00478,34152,5.9,2024-12-29,Final inesperado
U00478,12245,4.8,2024-12-28,Gran actuacion
U00478,1698,5.0,2025-11-27,Visualmente increible
U00478,826,6.7,2025-01-09,Buena para recomendar
U00479,73191,4.1,2025-12-29,Excelente recomendacion
U00479,11026,5.8,2025-04-14,Me gusto bastante
U00479,41283,5.0,2024-06-27,Me gusto bastante
U00479,37137,6.8,2024-07-11,Buen ritmo
U00480,9266,6.1,2025-08-17,Gran actuacion
U00480,59,7.2,2025-08-06,Visualmente increible
U00480,20616,4.1,2025-09-21,Buena para recomendar
U00480,13551,6.9,2025-05-31,Buen ritmo
U00480,18632,7.2,2025-02-17,No era lo que esperaba
U00480,2787,8.0,2026-01-10,Final inesperado
U00480,2277,8.4,2025-07-05,Gran actuacion
U00480,11678,5.7,2024-12-01,Visualmente increible
U00480,62204,6.2,2025-10-24,Me gusto bastante
U00480,53256,6.7,2026-01-27,Buena para recomendar
U00481,4348,6.9,2025-11-19,Buena para recomendar
U00481,4995,8.6,2026-04-20,Buen ritmo
U00481,10802,5.1,2026-03-11,Me gusto bastante
U00481,24684,5.6,2026-02-27,Gran actuacion
U00481,10279,5.9,2026-04-09,La volveria a ver
U00481,11324,6.3,2026-01-01,Final inesperado
U00481,10313,5.3,2025-11-03,Buena para recomendar
U00481,30890,6.2,2025-11-06,Buen ritmo
U00481,76203,7.3,2025-12-05,Historia entretenida
U00482,83686,6.5,2025-10-03,Visualmente increible
U00482,74457,4.5,2025-10-29,Buena para recomendar
U00482,36557,7.8,2026-03-16,Me gusto bastante
U00482,9700,7.5,2025-12-05,Buen ritmo
U00482,12094,7.8,2026-04-09,No era lo que esperaba
U00482,14405,5.1,2026-01-15,Buen ritmo
U00482,309503,6.1,2025-06-29,Me gusto bastante
U00482,12535,7.0,2025-12-05,No era lo que esperaba
U00482,339408,7.7,2025-07-20,La volveria a ver
U00482,12289,8.0,2025-09-20,Final inesperado
U00482,13963,7.5,2026-02-28,Historia entretenida
U00483,1542,7.1,2024-03-23,Me gusto bastante
U00483,1878,8.0,2025-01-15,Buena para recomendar
U00483,15983,4.3,2025-09-01,Gran actuacion
U00483,10929,6.8,2024-04-11,La volveria a ver
U00483,192102,6.3,2024-02-08,Visualmente increible
U00483,82679,5.8,2025-12-02,Gran actuacion
U00483,11208,6.5,2024-04-30,Historia entretenida
U00483,1585,8.8,2025-07-27,Visualmente increible
U00483,10865,6.3,2024-12-04,Buena para recomendar
U00483,11130,4.7,2025-05-26,Buena para recomendar
U00483,35691,7.6,2024-12-13,No era lo que esperaba
U00484,2088,5.6,2026-04-12,Buena para recomendar
U00484,254470,6.4,2026-04-16,Me gusto bastante
U00484,205584,3.8,2026-03-28,Final inesperado
U00484,39538,5.5,2026-04-30,Historia entretenida
U00484,10014,5.7,2026-04-02,Final inesperado
U00484,13785,6.0,2026-04-13,No era lo que esperaba
U00484,2287,7.0,2026-04-27,No era lo que esperaba
U00484,10139,5.9,2026-03-31,Excelente recomendacion
U00484,10013,5.7,2026-04-21,Historia entretenida
U00484,105,8.8,2026-04-14,Visualmente increible
U00484,241257,3.9,2026-04-28,Me gusto bastante
U00484,28211,4.4,2026-04-01,Historia entretenida
U00484,164558,8.3,2026-04-08,Historia entretenida
U00484,46528,5.2,2026-03-30,Historia entretenida
U00485,40264,5.1,2025-06-22,Gran actuacion
U00485,10306,3.2,2025-12-31,Buena para recomendar
U00485,190847,4.7,2024-02-03,La volveria a ver
U00485,55721,7.3,2023-10-18,Gran actuacion
U00485,10377,7.6,2025-07-23,Buen ritmo
U00485,2062,6.3,2024-09-07,Buen ritmo
U00485,9358,4.4,2024-08-29,Gran actuacion
U00485,217,6.7,2023-09-17,Buena para recomendar
U00486,192136,6.9,2026-04-29,Final inesperado
U00486,24137,5.4,2026-04-20,La volveria a ver
U00486,4942,4.6,2026-04-22,Me gusto bastante
U00486,36670,6.0,2026-04-28,Final inesperado
U00486,126186,6.8,2026-04-25,Final inesperado
U00486,9481,6.1,2026-04-29,No era lo que esperaba
U00486,85446,6.4,2026-04-23,No era lo que esperaba
U00486,62676,7.4,2026-04-28,Visualmente increible
U00486,12819,5.4,2026-04-27,Historia entretenida
U00486,228150,7.3,2026-04-28,Visualmente increible
U00486,13889,8.4,2026-04-21,La volveria a ver
U00486,157847,5.4,2026-04-20,Final inesperado
U00486,176124,5.7,2026-04-28,La volveria a ver
U00486,122081,5.8,2026-04-27,Me gusto bastante
U00487,46738,6.9,2024-11-24,Final inesperado
U00487,351043,3.2,2024-12-06,Excelente recomendacion
U00487,18,8.8,2024-09-18,Visualmente increible
U00487,10956,4.5,2025-11-14,Historia entretenida
U00487,16996,6.0,2024-04-21,Buen ritmo
U00487,12090,5.4,2025-05-23,Excelente recomendacion
U00487,14024,4.9,2024-05-02,No era lo que esperaba
U00487,77016,7.4,2025-09-29,Excelente recomendacion
U00487,9963,5.6,2024-12-17,Me gusto bastante
U00487,9582,6.6,2025-11-12,Historia entretenida
U00487,14411,7.9,2025-11-18,Visualmente increible
U00487,3028,4.7,2024-03-18,Buena para recomendar
U00487,37821,5.5,2026-02-21,Me gusto bastante
U00487,31640,6.1,2024-11-29,Visualmente increible
U00488,18501,4.4,2025-12-18,La volveria a ver
U00488,292,7.0,2026-04-01,Buena para recomendar
U00488,10800,8.0,2025-12-09,Visualmente increible
U00488,314,4.7,2025-12-10,Buen ritmo
U00489,9481,6.2,2025-07-31,Historia entretenida
U00489,256962,6.5,2025-08-26,Buen ritmo
U00489,22971,6.8,2024-12-14,Final inesperado
U00489,81005,4.0,2024-11-24,Historia entretenida
U00489,1956,5.7,2025-03-04,Buena para recomendar
U00489,36970,6.3,2026-04-02,Buen ritmo
U00489,1572,7.8,2026-01-30,Historia entretenida
U00489,20662,5.5,2025-05-18,Gran actuacion
U00489,6415,7.8,2026-02-25,Me gusto bastante
U00489,19994,4.8,2026-04-14,Visualmente increible
U00489,11137,5.2,2025-05-09,Historia entretenida
U00489,58,7.7,2025-11-12,Me gusto bastante
U00490,57157,6.7,2023-08-14,No era lo que esperaba
U00490,30497,7.6,2024-03-02,Buena para recomendar
U00490,45380,5.8,2023-10-18,Visualmente increible
U00490,225235,7.1,2025-09-26,Buena para recomendar
U00490,11835,5.4,2024-04-15,Visualmente increible
U00490,11458,4.1,2023-04-07,Final inesperado
U00490,268238,6.5,2024-05-16,Final inesperado
U00490,12877,8.4,2024-05-22,Excelente recomendacion
U00490,302156,4.7,2025-05-29,Final inesperado
U00490,13576,7.4,2023-08-03,Final inesperado
U00490,137347,6.2,2025-01-03,Historia entretenida
U00491,6795,7.5,2024-06-29,Me gusto bastante
U00491,9392,7.1,2024-09-25,La volveria a ver
U00491,14462,6.6,2025-07-13,No era lo que esperaba
U00491,71688,6.2,2023-05-03,Excelente recomendacion
U00492,116584,7.4,2026-04-11,Buen ritmo
U00492,11377,5.7,2025-05-25,Visualmente increible
U00492,8875,4.2,2024-12-09,Me gusto bastante
U00492,40264,5.1,2026-04-08,Final inesperado
U00493,13990,6.1,2024-04-20,Buen ritmo
U00493,278927,6.0,2023-03-11,Excelente recomendacion
U00493,25350,6.5,2025-09-16,Visualmente increible
U00493,1487,5.9,2025-02-09,La volveria a ver
U00493,55721,6.2,2025-12-01,Historia entretenida
U00493,13776,7.0,2025-10-13,Gran actuacion
U00493,25196,7.1,2023-06-12,Excelente recomendacion
U00493,15365,3.7,2023-06-08,Historia entretenida
U00493,10876,6.1,2025-02-25,Final inesperado
U00493,10740,6.5,2023-12-25,Historia entretenida
U00493,12155,6.0,2024-12-20,Gran actuacion
U00494,177677,6.3,2026-01-10,Buena para recomendar
U00494,13223,9.3,2026-03-18,Historia entretenida
U00494,16072,6.4,2026-04-30,Final inesperado
U00494,3587,6.3,2026-03-27,Buen ritmo
U00494,8069,4.5,2026-02-24,Visualmente increible
U00494,14474,7.2,2026-02-06,Gran actuacion
U00494,13053,7.3,2025-12-11,Historia entretenida
U00494,12079,7.9,2025-12-09,Buena para recomendar
U00494,1667,8.2,2025-11-14,La volveria a ver
U00494,26022,8.5,2025-12-24,No era lo que esperaba
U00494,811,5.0,2025-12-10,Buena para recomendar
U00495,9473,6.0,2025-11-24,Me gusto bastante
U00495,12281,5.7,2025-10-22,Gran actuacion
U00495,3766,6.5,2026-04-20,Buena para recomendar
U00495,24021,6.4,2026-04-05,Buena para recomendar
U00495,4951,7.7,2025-10-23,Excelente recomendacion
U00495,258755,7.7,2026-03-19,Final inesperado
U00495,10925,6.0,2025-12-25,Excelente recomendacion
U00496,46727,6.2,2025-08-07,Excelente recomendacion
U00496,198663,8.0,2023-10-11,Excelente recomendacion
U00496,28,8.8,2026-01-13,Gran actuacion
U00496,308467,5.7,2024-06-18,Visualmente increible
U00496,38665,4.1,2023-05-27,La volveria a ver
U00496,39939,5.2,2023-10-01,Excelente recomendacion
U00496,44943,5.9,2025-03-18,No era lo que esperaba
U00496,321,6.1,2025-05-19,No era lo que esperaba
U00496,7547,6.1,2025-10-06,Me gusto bastante
U00496,9705,7.5,2025-08-25,Me gusto bastante
U00496,387,7.4,2023-07-30,Gran actuacion
U00496,266396,4.9,2023-01-22,Me gusto bastante
U00496,76341,6.5,2022-11-28,Excelente recomendacion
U00497,848,6.8,2026-04-10,La volveria a ver
U00497,288,9.1,2026-03-17,Me gusto bastante
U00497,5722,5.2,2026-05-01,No era lo que esperaba
U00497,44048,6.9,2026-04-24,Me gusto bastante
U00497,629,8.9,2026-04-08,Final inesperado
U00497,4911,7.0,2026-04-28,Final inesperado
U00497,86834,5.5,2026-05-01,Buena para recomendar
U00497,244772,7.4,2026-03-22,Excelente recomendacion
U00498,846,5.2,2025-09-20,Gran actuacion
U00498,668,7.0,2025-09-28,Excelente recomendacion
U00499,228194,6.9,2025-12-21,Excelente recomendacion
U00499,260947,5.9,2025-12-10,Historia entretenida
U00499,8367,5.1,2025-09-17,Buen ritmo
U00499,7979,8.7,2025-11-03,Visualmente increible
U00499,40805,4.3,2025-05-27,La volveria a ver
U00499,156022,7.7,2025-05-15,Visualmente increible
U00499,53256,6.2,2025-12-29,No era lo que esperaba
U00500,1895,7.5,2026-04-17,Visualmente increible
U00500,9398,6.9,2026-03-26,Gran actuacion
U00500,16523,7.2,2026-03-12,Buen ritmo
U00500,9776,4.9,2026-04-28,Excelente recomendacion
U00500,1268,4.6,2026-04-30,Buena para recomendar
U00500,333355,7.4,2026-03-30,Historia entretenida
U00500,979,7.2,2026-03-18,Gran actuacion
U00501,787,5.4,2024-12-18,Buena para recomendar
U00501,13682,5.9,2026-01-30,Final inesperado
U00501,3093,3.9,2024-07-21,Gran actuacion
U00501,953,7.2,2024-12-10,Visualmente increible
U00501,9877,6.3,2026-03-10,Me gusto bastante
U00501,72571,7.1,2025-05-17,La volveria a ver
U00501,49017,7.1,2025-04-20,Visualmente increible
U00501,48988,4.0,2025-08-18,Buena para recomendar
U00501,5689,5.3,2024-08-16,Final inesperado
U00501,43839,5.0,2025-08-05,No era lo que esperaba
U00501,6964,4.9,2025-01-21,Gran actuacion
U00501,13649,6.8,2025-11-06,Me gusto bastante
U00502,2085,6.5,2025-09-24,Me gusto bastante
U00502,13074,5.0,2025-03-17,Gran actuacion
U00502,9644,6.9,2025-04-15,Gran actuacion
U00502,205775,7.5,2026-02-01,Final inesperado
U00502,342,7.1,2024-08-10,Visualmente increible
U00502,301351,4.9,2025-08-05,Excelente recomendacion
U00502,86549,5.7,2024-06-24,Final inesperado
U00502,214756,5.3,2024-09-14,Gran actuacion
U00502,135595,7.0,2025-11-02,Me gusto bastante
U00502,13051,5.8,2025-04-13,Excelente recomendacion
U00502,16288,6.5,2024-10-02,La volveria a ver
U00502,14395,6.0,2024-12-04,Historia entretenida
U00502,226458,5.8,2026-01-20,Gran actuacion
U00502,27573,4.5,2025-10-01,Final inesperado
U00503,273481,5.9,2025-11-16,La volveria a ver
U00503,11446,5.4,2024-12-17,Final inesperado
