user_id_1,user_id_2,since_date,closeness,interactions
U00354,U02027,2024-01-04,0.69,69
U00354,U02035,2026-04-24,0.26,7
U00354,U01891,2023-06-19,0.16,102
U00354,U00786,2025-06-17,0.58,80
U00354,U02091,2023-09-10,0.99,108
U00354,U01703,2025-11-15,0.53,42
U00355,U00730,2023-07-23,0.56,68
U00166,U00355,2023-09-22,0.53,115
U00355,U01134,2023-11-19,0.15,97
U00355,U00849,2023-06-28,0.95,140
U00355,U01806,2025-12-30,0.46,48
U00355,U00920,2023-11-05,0.14,158
U00356,U00701,2025-01-13,0.57,83
U00356,U00536,2025-01-07,0.12,7
U00356,U01757,2024-05-19,0.58,190
U00295,U00356,2024-06-05,0.84,124
U00142,U00357,2025-04-17,0.55,158
U00357,U01095,2025-04-28,0.87,26
U00357,U00685,2026-03-07,0.15,42
U00357,U01633,2025-11-27,0.95,194
U00357,U01502,2025-12-15,0.5,44
U00357,U00365,2025-07-30,0.95,110
U00358,U02170,2025-02-14,0.99,139
U00358,U01089,2025-10-12,0.98,115
U00358,U00404,2025-10-02,0.82,179
U00359,U01976,2024-04-14,0.96,111
U00359,U00936,2026-01-18,0.54,114
U00211,U00360,2026-04-26,0.31,33
U00360,U00940,2024-02-28,0.12,76
U00360,U01778,2024-03-09,0.71,150
U00360,U00781,2024-08-22,0.59,71
U00361,U00949,2023-07-27,0.99,128
U00361,U01194,2024-09-21,0.69,79
U00361,U00411,2024-06-20,0.31,40
U00361,U01572,2023-06-19,0.9,189
U00007,U00361,2024-07-18,0.31,151
U00361,U00583,2024-08-12,0.72,38
U00362,U01479,2024-03-06,0.91,53
U00362,U01348,2024-07-08,0.15,36
U00362,U02159,2025-07-05,0.5,140
U00363,U01007,2023-06-04,0.29,179
U00363,U01001,2025-09-12,0.63,39
U00363,U01643,2026-03-13,0.14,124
U00363,U00531,2025-07-31,0.31,90
U00363,U01543,2024-02-12,0.31,89
U00284,U00363,2025-12-07,0.3,58
U00363,U01474,2023-09-27,0.62,93
U00363,U01406,2024-06-22,0.17,167
U00364,U00699,2023-09-20,0.61,56
U00364,U02022,2024-08-16,0.93,25
U00364,U01072,2025-04-12,0.96,129
U00364,U00752,2024-05-15,0.35,91
U00365,U00631,2023-11-01,0.4,96
U00365,U01076,2025-06-30,0.57,191
U00365,U01299,2025-12-29,0.52,189
U00365,U00501,2025-12-01,0.7,129
U00365,U01710,2025-04-03,0.38,128
U00366,U00827,2025-01-11,0.58,68
U00366,U00502,2025-10-29,0.68,66
U00366,U00793,2026-01-07,0.13,13
U00366,U01779,2023-11-10,1.0,142
U00366,U01278,2026-04-27,0.22,116
U00366,U02087,2026-01-20,0.75,54
U00367,U00510,2025-07-19,0.92,23
U00367,U01592,2025-11-01,0.93,185
U00367,U01451,2025-01-14,0.17,83
U00367,U01638,2026-03-05,0.62,180
U00367,U02060,2025-08-08,0.51,24
U00368,U01421,2023-05-08,0.84,147
U00106,U00368,2025-10-19,0.62,111
U00314,U00368,2023-09-15,0.38,144
U00369,U00504,2023-11-18,0.8,121
U00369,U01116,2025-08-19,0.12,104
U00369,U00413,2024-01-03,0.44,55
U00369,U00985,2023-09-01,0.53,142
U00168,U00369,2023-11-11,0.9,189
U00369,U00542,2026-04-05,0.27,173
U00369,U01246,2025-01-14,0.26,102
U00370,U01648,2026-01-21,0.67,25
U00370,U00688,2024-07-18,0.68,112
U00370,U01935,2025-01-04,0.5,69
U00370,U02110,2024-06-23,0.67,186
U00370,U01961,2024-01-01,0.2,178
U00362,U00371,2025-08-09,0.95,100
U00165,U00371,2025-10-25,0.52,61
U00371,U01626,2024-01-30,0.94,80
U00139,U00371,2026-01-14,0.8,71
U00371,U01768,2024-01-29,0.29,193
U00371,U01369,2026-02-01,0.88,76
U00372,U01300,2023-06-15,0.25,67
U00372,U01895,2023-10-04,0.78,188
U00372,U00567,2024-12-06,0.77,148
U00227,U00373,2025-01-31,0.81,21
U00373,U01714,2025-08-11,0.74,99
U00373,U01157,2025-09-20,0.48,53
U00219,U00373,2026-03-22,0.82,38
U00052,U00373,2023-10-11,0.59,47
U00374,U02075,2026-01-14,0.72,169
U00313,U00374,2025-04-25,0.16,61
U00374,U00566,2024-03-19,0.94,118
U00374,U00957,2025-01-18,0.15,78
U00375,U00638,2025-07-18,0.5,60
U00023,U00375,2026-01-16,0.48,61
U00203,U00375,2023-05-09,0.97,12
U00375,U01713,2024-05-03,0.85,7
U00375,U02083,2024-10-21,0.58,156
U00375,U01928,2026-04-16,0.22,65
U00376,U00728,2024-12-11,0.38,88
U00376,U00812,2024-01-05,0.87,160
U00377,U02075,2023-11-04,0.46,197
U00377,U01040,2023-10-28,0.86,187
U00377,U01552,2024-03-06,0.19,49
U00377,U01349,2025-05-08,0.21,102
U00002,U00377,2024-06-18,0.57,113
U00378,U01125,2024-11-02,0.28,182
U00378,U00683,2025-07-02,0.1,116
U00378,U01289,2025-09-19,0.9,92
U00378,U01868,2026-02-26,0.66,113
U00379,U00566,2024-07-10,0.97,159
U00379,U00823,2025-09-26,0.88,128
U00379,U02137,2025-09-12,0.64,98
U00318,U00379,2023-11-05,0.37,199
U00254,U00379,2025-11-22,0.66,155
U00379,U01070,2023-05-13,0.65,75
U00380,U01062,2024-09-07,0.55,54
U00380,U00495,2024-01-11,0.8,123
U00380,U01042,2025-07-04,0.73,29
U00036,U00380,2024-12-19,0.95,152
U00380,U01532,2023-05-18,0.52,156
U00380,U00724,2026-01-30,0.12,154
U00380,U00941,2023-07-26,0.79,160
U00381,U01559,2025-01-21,0.49,113
U00381,U01347,2024-04-29,0.82,175
U00381,U00648,2026-02-11,0.91,1
U00381,U02198,2025-02-08,0.35,25
U00382,U00440,2025-11-18,0.75,100
U00382,U01074,2025-11-01,0.76,38
U00383,U01731,2024-07-13,0.47,39
U00383,U01481,2024-11-11,0.35,92
U00383,U01964,2025-01-17,0.15,45
U00384,U00462,2026-02-06,0.45,130
U00384,U00748,2024-03-22,0.11,186
U00384,U00692,2026-04-15,0.44,145
U00257,U00384,2025-04-22,0.32,7
U00384,U01735,2023-07-16,0.16,126
U00384,U01007,2025-02-28,0.48,44
U00385,U01156,2023-09-06,0.42,192
U00385,U01108,2024-01-02,0.61,51
U00385,U00947,2024-05-18,0.43,128
U00385,U01335,2026-03-23,0.63,182
U00354,U00385,2025-11-19,0.59,85
U00385,U01987,2024-02-11,0.43,93
U00308,U00385,2025-12-22,0.51,29
U00386,U01645,2023-05-23,0.35,67
U00260,U00386,2023-12-03,0.44,161
U00386,U01906,2026-01-03,0.16,69
U00386,U00522,2023-06-03,0.9,50
U00387,U01945,2025-08-11,0.13,117
U00387,U01420,2023-12-23,0.94,24
U00387,U00517,2024-09-02,0.85,19
U00387,U00745,2024-10-15,0.71,42
U00387,U01554,2023-05-14,0.7,70
U00387,U00602,2023-08-02,0.48,46
U00387,U01935,2024-03-13,0.17,73
U00387,U01384,2026-04-14,0.28,15
U00388,U01579,2023-11-16,0.27,67
U00388,U01390,2024-06-23,0.97,122
U00388,U01822,2025-02-01,0.31,25
U00388,U01629,2023-07-23,0.69,28
U00389,U02056,2024-04-17,0.13,90
U00353,U00389,2024-07-23,0.46,193
U00389,U00740,2025-10-16,0.39,122
U00008,U00389,2024-08-02,0.87,160
U00389,U02118,2025-09-28,0.38,95
U00389,U01125,2023-10-01,0.6,91
U00389,U01991,2025-01-23,0.44,100
U00389,U00653,2025-03-05,0.42,142
U00167,U00390,2023-05-12,0.33,57
U00390,U01052,2025-03-30,0.84,164
U00390,U01066,2025-12-28,0.85,102
U00390,U01509,2023-06-15,0.31,117
U00391,U01808,2025-11-11,0.34,43
U00391,U01169,2024-01-30,0.84,186
U00391,U01371,2026-01-09,0.35,135
U00242,U00391,2025-07-18,0.36,44
U00391,U01375,2024-09-25,0.67,199
U00048,U00391,2023-12-11,0.43,21
U00284,U00391,2025-12-11,0.35,45
U00391,U01208,2024-04-10,0.63,43
U00392,U00679,2026-03-02,0.33,112
U00392,U01456,2025-03-25,0.62,111
U00392,U00822,2024-04-02,0.29,173
U00392,U01622,2024-03-23,0.83,158
U00151,U00393,2025-06-04,0.57,197
U00393,U00485,2026-04-09,0.68,11
U00394,U01297,2026-01-25,0.34,94
U00394,U01134,2025-12-12,0.83,51
U00394,U00434,2024-09-28,0.57,99
U00394,U00991,2024-05-18,0.78,172
U00394,U01056,2024-08-28,0.91,82
U00394,U02060,2025-03-21,0.22,79
U00099,U00394,2025-06-17,0.68,170
U00394,U01703,2024-07-07,0.16,35
U00395,U01305,2023-12-08,0.95,66
U00176,U00395,2025-03-13,0.47,200
U00395,U00995,2025-02-23,0.25,25
U00396,U00584,2024-06-12,0.34,177
U00396,U01933,2026-03-01,0.72,55
U00396,U02175,2024-05-28,0.14,89
U00397,U01597,2024-11-24,0.88,106
U00397,U01040,2024-11-24,0.94,75
U00397,U01804,2025-10-21,0.21,122
U00275,U00397,2024-02-04,0.68,41
U00397,U00965,2023-10-09,0.65,20
U00397,U01038,2024-03-11,0.66,162
U00397,U00789,2024-04-30,0.5,82
U00256,U00398,2024-09-24,0.77,13
U00398,U01764,2025-06-08,0.71,11
U00399,U01875,2026-03-30,0.68,45
U00217,U00399,2024-07-29,0.69,103
U00400,U00872,2025-01-12,0.96,126
U00400,U00867,2024-01-23,0.59,148
U00400,U00629,2024-04-12,0.45,156
U00400,U02124,2025-08-14,0.46,38
U00149,U00401,2023-05-08,0.53,131
U00401,U01308,2023-06-05,0.4,108
U00401,U00741,2024-03-09,0.81,116
U00401,U00403,2026-03-29,0.74,154
U00402,U00407,2023-07-12,0.54,16
U00402,U01942,2025-10-10,0.17,134
U00402,U01370,2023-08-05,0.18,199
U00283,U00402,2026-03-21,0.29,132
U00403,U01081,2025-11-18,0.42,183
U00403,U02120,2025-09-17,0.9,63
U00403,U01205,2025-07-06,0.98,80
U00403,U01202,2024-09-06,0.55,107
U00403,U01875,2025-08-30,0.61,164
U00082,U00404,2024-09-12,0.27,150
U00404,U01779,2024-01-12,0.59,56
U00404,U01627,2025-07-19,0.63,34
U00405,U00920,2023-08-07,0.39,17
U00405,U01564,2024-01-10,0.93,147
U00405,U01775,2023-10-01,0.92,143
U00405,U01668,2025-12-27,0.83,11
U00405,U01139,2025-02-27,0.3,67
U00405,U01566,2025-07-19,0.42,1
U00297,U00405,2023-11-09,0.38,187
U00405,U01034,2026-02-22,0.63,73
U00406,U02002,2026-04-15,0.5,167
U00406,U00745,2024-06-29,0.69,191
U00406,U01948,2024-01-17,0.23,1
U00224,U00407,2023-06-18,0.26,182
U00407,U00537,2024-06-28,0.66,43
U00258,U00407,2024-06-18,0.73,88
U00408,U01257,2023-05-20,0.93,55
U00408,U00751,2025-03-08,0.99,176
U00408,U01319,2024-07-26,0.76,53
U00408,U00496,2024-09-20,0.21,62
U00408,U01107,2026-02-17,0.4,110
U00408,U00627,2023-11-17,0.18,151
U00408,U00750,2026-01-21,0.46,138
U00408,U00637,2026-04-23,0.83,87
U00409,U01039,2023-06-18,0.65,50
U00409,U01740,2024-08-31,0.78,184
U00409,U02112,2026-03-30,0.54,133
U00039,U00409,2026-01-16,0.64,111
U00409,U01409,2026-04-20,0.69,142
U00409,U00430,2024-07-15,0.4,126
U00410,U00670,2024-09-03,0.93,175
U00410,U01001,2026-02-05,0.14,92
U00410,U00747,2024-11-08,0.14,26
U00410,U01835,2024-02-04,0.82,88
U00410,U01143,2023-09-12,0.72,66
U00410,U01321,2024-03-22,0.54,176
U00411,U00455,2024-01-21,0.49,145
U00334,U00411,2025-04-05,0.16,67
U00411,U01058,2026-04-25,0.88,200
U00411,U01147,2024-11-04,0.52,162
U00411,U01599,2024-04-24,0.79,18
U00411,U00741,2024-05-09,0.19,184
U00140,U00411,2025-06-09,0.96,33
U00230,U00411,2025-08-05,0.38,29
U00412,U01131,2025-01-27,0.35,140
U00412,U01780,2024-08-23,0.9,162
U00328,U00412,2024-12-01,0.43,12
U00412,U00795,2023-08-29,0.57,10
U00412,U01324,2024-05-13,0.25,151
U00412,U01146,2024-07-15,0.5,96
U00413,U02105,2024-11-22,0.9,77
U00413,U00424,2023-11-16,0.7,101
U00413,U00420,2024-01-07,0.36,99
U00414,U01238,2025-08-14,0.48,11
U00414,U01741,2024-04-24,0.23,8
U00414,U01437,2025-01-09,0.9,194
U00414,U01819,2025-03-24,0.15,107
U00415,U02171,2024-07-24,0.15,46
U00381,U00415,2025-08-27,0.29,78
U00415,U01769,2025-03-12,0.77,169
U00415,U01964,2025-02-17,0.43,33
U00194,U00415,2024-04-20,0.97,159
U00087,U00415,2025-10-29,0.62,185
U00411,U00415,2025-09-17,0.99,70
U00416,U00853,2024-06-01,0.95,107
U00416,U00995,2024-07-24,0.67,37
U00416,U00954,2026-02-24,0.95,32
U00416,U01245,2023-09-21,0.22,13
U00036,U00416,2023-07-26,0.36,152
U00416,U01170,2025-08-10,0.66,199
U00417,U01931,2025-07-05,0.91,154
U00417,U01872,2024-02-28,0.99,96
U00042,U00417,2025-01-19,0.7,108
U00418,U01457,2024-05-17,0.51,28
U00418,U02128,2025-04-16,0.21,108
U00418,U02039,2024-12-22,0.74,117
U00418,U00941,2025-02-07,0.23,137
U00418,U00688,2026-01-28,0.17,182
U00419,U00877,2023-05-08,0.58,137
U00419,U01370,2025-10-30,0.27,98
U00419,U01520,2025-12-15,0.94,122
U00419,U00421,2024-07-23,0.61,166
U00419,U00949,2025-12-04,0.98,43
U00419,U00841,2024-03-26,0.38,123
U00420,U02004,2025-03-14,0.74,196
U00420,U00801,2024-03-09,0.25,200
U00420,U00760,2025-10-30,0.13,42
U00420,U01256,2024-09-28,0.17,12
U00420,U00459,2025-05-28,0.43,25
U00385,U00421,2023-11-20,0.39,84
U00407,U00421,2024-12-21,0.73,1
U00421,U01280,2023-11-09,0.1,88
U00270,U00421,2024-12-21,0.47,20
U00421,U01206,2023-11-02,0.16,88
U00421,U01408,2024-10-15,0.27,110
U00422,U01535,2025-10-15,0.91,40
U00422,U00524,2025-10-13,0.92,21
U00422,U01936,2024-11-21,0.54,125
U00422,U01265,2024-03-21,0.45,132
U00422,U00939,2024-04-07,0.94,121
U00422,U02101,2026-03-04,0.44,79
U00422,U01814,2023-06-14,0.81,142
U00423,U00649,2025-01-15,0.61,121
U00423,U00577,2026-02-11,0.38,149
U00423,U01221,2025-12-09,0.36,187
U00423,U01510,2024-10-18,0.8,126
U00423,U01094,2025-05-28,0.18,37
U00424,U01991,2024-09-08,0.16,185
U00424,U00646,2024-06-01,0.24,105
U00424,U01472,2023-10-24,0.21,126
U00424,U01600,2023-08-02,0.54,18
U00424,U01163,2025-02-13,0.42,134
U00424,U01365,2025-04-17,0.5,170
U00033,U00424,2026-01-13,0.71,162
U00424,U00718,2025-10-16,0.9,153
U00425,U01872,2025-04-07,0.92,89
U00425,U00900,2024-04-03,0.38,103
U00425,U01484,2023-09-18,0.65,160
U00426,U01902,2024-12-15,0.35,120
U00178,U00426,2024-04-25,0.66,171
U00426,U01050,2023-07-14,0.17,198
U00426,U02074,2023-12-08,0.5,120
U00369,U00426,2023-12-30,0.41,125
U00273,U00426,2025-12-26,0.29,60
U00427,U01052,2024-09-30,0.56,64
U00427,U00749,2023-09-11,0.82,179
U00427,U01263,2024-05-02,0.54,185
U00427,U01917,2025-09-05,0.29,131
U00427,U00740,2024-01-21,0.82,118
U00427,U00726,2024-06-15,0.59,104
U00428,U01147,2024-10-01,0.97,53
U00428,U01438,2023-11-08,0.53,92
U00428,U02197,2025-06-09,0.55,136
U00429,U00676,2025-11-30,0.66,67
U00429,U02200,2025-04-19,0.78,98
U00429,U00736,2025-04-13,0.74,101
U00429,U00509,2024-10-28,0.76,165
U00429,U00811,2024-11-01,0.52,23
U00429,U02061,2023-07-15,0.94,164
U00011,U00429,2026-02-20,0.58,20
U00430,U01689,2024-06-20,0.33,21
U00430,U01651,2025-06-24,0.19,163
U00430,U01864,2025-11-29,0.66,68
U00430,U00763,2026-02-06,0.57,122
U00430,U01291,2026-01-10,0.82,119
U00430,U01969,2023-07-13,0.34,137
U00431,U01077,2024-01-15,0.48,160
U00431,U00513,2024-03-16,0.45,27
U00431,U02100,2025-12-18,0.21,30
U00277,U00431,2024-08-15,0.24,21
U00431,U01152,2025-12-07,0.19,113
U00432,U01824,2024-03-09,0.22,135
U00432,U00610,2024-06-01,0.88,98
U00117,U00432,2025-02-08,0.84,148
U00433,U00656,2025-04-25,0.28,192
U00433,U01765,2025-10-07,0.66,108
U00433,U01705,2025-04-24,0.66,172
U00433,U01328,2025-11-26,0.82,48
U00433,U01282,2026-02-28,0.87,100
U00433,U01447,2024-03-12,0.75,27
U00215,U00433,2023-10-25,0.36,78
U00434,U01510,2023-08-01,0.51,116
U00434,U00569,2025-09-15,0.35,157
U00434,U00435,2026-03-06,0.47,60
U00434,U01734,2025-08-13,0.31,120
U00434,U00866,2023-08-25,0.95,128
U00434,U00767,2025-10-16,0.71,191
U00435,U00767,2026-04-01,0.41,146
U00435,U01517,2024-02-24,0.25,153
U00435,U01046,2025-10-01,0.67,116
U00435,U02152,2025-01-07,0.33,38
U00435,U01056,2025-02-28,0.37,105
U00435,U01528,2024-09-06,0.15,11
U00435,U02034,2023-12-26,0.31,40
U00436,U01602,2023-09-07,0.37,49
U00436,U01874,2025-12-29,0.93,124
U00436,U01717,2025-10-05,0.16,164
U00436,U00602,2025-10-09,0.36,149
U00045,U00436,2024-06-19,0.54,185
U00436,U01807,2025-06-05,0.65,114
U00348,U00436,2025-09-06,0.16,17
U00223,U00436,2025-09-28,0.87,31
U00437,U01772,2024-12-19,0.51,136
U00437,U01081,2025-12-18,0.9,64
U00437,U01273,2024-01-17,0.32,116
U00438,U00926,2025-12-15,0.11,178
U00438,U00997,2023-10-12,0.88,27
U00438,U00818,2023-07-10,0.23,15
U00059,U00438,2024-05-13,0.5,3
U00439,U00565,2024-01-17,0.22,64
U00439,U00888,2025-09-15,0.98,125
U00440,U01652,2023-05-09,0.46,154
U00440,U01952,2024-03-01,1.0,178
U00440,U01573,2026-04-25,0.25,7
U00440,U01481,2023-10-21,0.52,17
U00441,U00970,2023-05-28,0.57,169
U00276,U00441,2025-11-17,0.26,130
U00441,U00636,2025-08-28,0.34,71
U00441,U00583,2024-05-20,0.35,169
U00441,U01903,2025-12-25,0.88,119
U00441,U01024,2024-12-23,0.43,7
U00442,U02117,2024-12-07,0.6,169
U00442,U01762,2024-10-13,0.68,122
U00442,U00923,2026-04-12,0.37,161
U00442,U00613,2023-05-19,0.37,178
U00442,U01221,2025-07-30,0.44,147
U00443,U00811,2025-06-12,0.82,54
U00443,U01673,2024-07-26,0.71,160
U00443,U00841,2025-09-01,0.58,88
U00444,U01492,2025-09-13,0.4,101
U00444,U01772,2026-03-20,0.33,13
U00444,U01389,2025-05-31,0.28,162
U00444,U01113,2023-08-19,0.2,182
U00444,U00707,2025-04-14,0.85,38
U00444,U01078,2023-11-13,0.39,106
U00444,U00902,2024-12-06,0.59,162
U00445,U01754,2023-09-20,0.35,151
U00445,U02039,2024-10-08,0.69,133
U00125,U00445,2025-01-26,0.65,23
U00446,U02185,2024-08-19,0.22,97
U00446,U01231,2025-08-20,0.84,75
U00446,U01744,2024-02-10,0.61,141
U00189,U00447,2025-10-13,0.57,130
U00203,U00447,2025-07-28,0.35,58
U00447,U02090,2025-09-15,0.6,68
U00447,U00824,2023-08-10,0.49,173
U00447,U02050,2023-07-23,0.54,92
U00447,U00916,2025-10-13,0.67,98
U00447,U01261,2023-06-21,0.74,80
U00077,U00448,2025-09-26,0.79,113
U00448,U01543,2023-12-06,0.73,109
U00448,U01666,2024-01-18,0.13,138
U00448,U00874,2025-11-13,0.51,156
U00448,U01238,2025-04-07,0.98,32
U00448,U00971,2023-09-15,0.55,179
U00448,U00494,2026-04-26,0.57,19
U00448,U01551,2023-09-25,0.99,51
U00449,U00670,2023-06-20,0.95,108
U00449,U01253,2023-10-07,0.85,48
U00449,U00823,2023-09-01,0.7,96
U00450,U01643,2023-06-11,0.26,79
U00450,U01186,2025-05-24,0.16,101
U00450,U01977,2023-09-23,0.12,10
U00356,U00450,2025-08-10,0.81,87
U00451,U00694,2025-12-12,0.16,140
U00451,U00884,2023-07-04,0.94,31
U00319,U00451,2024-01-10,0.91,125
U00452,U01482,2025-09-05,0.62,186
U00452,U01600,2026-04-25,0.39,128
U00335,U00452,2024-04-18,0.35,163
U00452,U01008,2024-06-25,0.94,198
U00074,U00453,2023-05-03,0.79,40
U00453,U00490,2024-09-23,0.26,109
U00454,U01321,2024-12-26,0.14,1
U00454,U01174,2024-04-11,0.85,161
U00454,U01627,2025-12-14,0.58,143
U00454,U01564,2026-04-13,0.35,100
U00455,U00860,2025-03-14,0.36,81
U00455,U00714,2025-11-14,0.44,195
U00455,U01260,2024-12-13,0.96,53
U00455,U02128,2025-02-25,0.2,8
U00455,U01575,2025-02-17,0.29,91
U00456,U01424,2024-06-09,0.19,131
U00039,U00456,2025-08-24,0.94,158
U00385,U00456,2023-10-17,0.45,187
U00456,U01201,2026-01-13,0.12,120
U00456,U01831,2023-12-27,0.2,69
U00457,U01405,2024-05-24,0.26,82
U00457,U00903,2024-12-29,0.3,31
U00457,U00786,2025-06-09,0.48,71
U00457,U02033,2024-11-19,0.68,177
U00457,U01389,2024-07-04,0.29,95
U00458,U02153,2023-10-17,0.53,187
U00142,U00458,2024-04-30,0.56,57
U00458,U01248,2025-11-09,0.61,106
U00458,U01161,2025-11-01,0.81,104
U00334,U00458,2023-10-29,0.68,161
U00304,U00458,2023-05-18,0.28,91
U00458,U01719,2025-08-12,0.68,24
U00459,U01179,2024-04-09,0.65,129
U00459,U02024,2025-12-07,0.79,154
U00459,U01581,2025-07-29,0.2,129
U00019,U00459,2025-05-19,0.48,176
U00459,U01174,2023-10-18,0.5,122
U00459,U02126,2024-04-10,0.55,186
U00459,U00850,2024-09-27,0.2,157
U00129,U00459,2024-06-25,0.79,24
U00460,U01273,2025-03-13,0.49,23
U00460,U00822,2024-09-29,0.44,81
U00461,U01098,2024-01-07,0.76,129
U00461,U00835,2023-05-16,0.79,16
U00461,U00544,2024-02-11,0.73,133
U00337,U00461,2024-09-14,0.24,181
U00461,U01759,2025-08-25,0.77,24
U00461,U01274,2024-08-16,0.61,78
U00367,U00461,2023-09-30,0.93,190
U00462,U00642,2023-06-28,0.62,199
U00462,U01417,2023-09-11,0.67,45
U00462,U01079,2026-01-19,0.4,160
U00462,U01005,2025-03-04,0.61,15
U00462,U01584,2024-06-04,0.23,142
U00463,U02048,2025-05-22,0.13,32
U00463,U01793,2024-08-16,0.12,150
U00463,U00706,2025-01-11,0.93,101
U00006,U00463,2023-07-06,0.25,104
U00463,U01931,2026-04-04,0.23,183
U00463,U01420,2025-10-21,0.97,65
U00464,U01658,2023-12-20,0.45,106
U00464,U01641,2026-01-18,0.7,83
U00464,U00613,2024-04-22,0.71,170
U00464,U01702,2024-07-17,1.0,136
U00163,U00465,2024-02-04,0.94,16
U00465,U00810,2026-03-15,0.7,184
U00261,U00465,2026-03-18,0.95,123
U00161,U00465,2025-10-09,0.65,136
U00466,U01513,2025-09-15,0.24,85
U00466,U02049,2023-10-05,0.47,189
U00466,U00860,2024-05-27,0.22,106
U00466,U01151,2024-02-29,0.71,63
U00466,U01185,2025-08-17,0.52,23
U00466,U00770,2025-02-06,0.74,148
U00097,U00466,2023-05-21,0.63,31
U00466,U01785,2025-07-19,0.72,117
U00467,U01391,2023-11-19,0.18,139
U00054,U00467,2023-07-06,0.94,96
U00467,U01983,2023-09-20,0.85,181
U00467,U00601,2024-11-02,0.37,140
U00166,U00467,2023-08-30,0.19,53
U00467,U01763,2026-04-01,0.28,106
U00467,U00624,2024-03-10,1.0,149
U00468,U00600,2024-04-06,0.76,197
U00468,U01641,2023-12-06,0.89,45
U00468,U00692,2024-01-28,0.31,184
U00468,U01092,2025-05-08,0.9,56
U00468,U00735,2023-09-17,0.39,77
U00468,U01840,2025-09-11,0.24,184
U00469,U01092,2025-06-21,0.66,69
U00469,U00685,2026-04-05,0.85,185
U00469,U02084,2023-05-07,0.58,171
U00469,U00794,2024-02-18,0.41,78
U00468,U00469,2025-06-27,0.63,129
U00469,U00991,2023-11-07,0.77,140
U00469,U01124,2025-10-18,0.67,107
U00229,U00469,2025-09-03,0.22,142
U00470,U01260,2024-07-02,0.27,99
U00470,U00834,2026-02-21,0.85,118
U00470,U01228,2025-09-30,0.47,80
U00085,U00471,2025-06-13,0.74,115
U00471,U01591,2025-08-02,0.71,156
U00472,U01034,2023-08-29,0.2,166
U00472,U00771,2024-04-27,0.2,91
U00472,U02037,2024-11-27,0.51,177
U00472,U00577,2024-10-25,0.98,28
U00294,U00472,2025-01-23,0.73,113
U00472,U00904,2025-02-20,0.31,46
U00472,U01141,2025-02-27,0.19,17
U00472,U01429,2025-03-01,0.48,66
U00473,U00842,2024-02-11,0.21,85
U00473,U01329,2025-02-04,0.7,35
U00473,U01470,2023-12-26,0.84,53
U00474,U01391,2024-05-02,0.95,162
U00474,U00885,2024-02-17,0.44,59
U00475,U02092,2025-06-03,0.2,156
U00475,U01879,2025-02-11,0.96,68
U00475,U01294,2024-03-01,0.2,104
U00475,U00927,2024-06-28,0.86,3
U00476,U01882,2024-06-04,0.87,113
U00476,U02156,2024-12-10,0.8,93
U00476,U01525,2025-02-07,0.18,185
U00476,U01935,2024-03-31,0.9,90
U00477,U00630,2024-04-19,0.81,39
U00477,U00787,2025-09-06,0.22,116
U00477,U00667,2024-03-11,0.27,87
U00477,U00716,2025-01-15,0.15,183
U00477,U00957,2025-04-19,0.7,103
U00439,U00477,2025-07-16,0.63,186
U00478,U01889,2025-08-03,0.48,169
U00478,U01189,2025-01-15,0.44,169
U00478,U00516,2026-02-22,0.45,3
U00478,U01475,2024-12-10,0.61,98
U00479,U00579,2025-01-18,0.44,138
U00479,U02046,2025-09-03,0.87,30
U00479,U01041,2024-08-02,0.93,138
U00479,U00812,2026-01-13,0.82,25
U00479,U02076,2024-06-10,0.56,183
U00316,U00480,2023-07-21,0.4,198
U00364,U00480,2024-03-13,0.15,78
U00480,U00507,2026-04-04,0.5,88
U00480,U00751,2023-09-14,0.99,122
U00480,U00878,2023-07-17,0.7,175
U00480,U00814,2025-09-06,0.85,142
U00481,U01016,2024-11-18,0.56,132
U00481,U01211,2025-07-04,0.81,12
U00100,U00481,2025-03-29,0.47,6
U00482,U00582,2026-01-17,0.91,102
U00482,U00578,2023-06-05,0.6,178
U00482,U01870,2026-04-02,0.81,60
U00482,U00647,2025-05-27,0.55,23
U00482,U01644,2024-10-13,0.59,18
U00482,U01042,2024-10-01,0.37,20
U00126,U00482,2024-04-10,0.92,41
U00482,U02006,2023-11-08,0.7,32
U00483,U01680,2025-08-11,0.9,65
U00483,U01847,2025-09-22,0.55,34
U00483,U01977,2025-10-10,0.15,113
U00484,U01331,2024-10-02,0.81,139
U00347,U00484,2023-06-21,0.82,89
U00485,U01466,2025-02-11,0.75,30
U00007,U00485,2025-06-22,0.31,78
U00253,U00485,2024-09-20,0.11,114
U00485,U02157,2023-08-05,0.73,80
U00260,U00485,2026-04-17,0.55,52
U00485,U01378,2024-08-23,0.35,96
U00395,U00486,2024-07-10,0.32,74
U00041,U00486,2024-10-07,0.58,70
U00486,U01404,2025-08-14,0.37,190
U00301,U00486,2024-01-28,0.27,176
U00487,U01134,2023-05-05,0.9,186
U00487,U01100,2023-08-07,0.22,144
U00487,U02074,2025-05-14,0.43,56
U00487,U01955,2024-04-03,0.62,38
U00487,U00633,2024-10-22,0.11,26
U00028,U00488,2025-01-04,0.7,131
U00488,U00814,2025-09-23,0.87,172
U00488,U01408,2024-01-26,0.44,25
U00488,U00516,2023-08-29,1.0,27
U00488,U00709,2025-05-14,0.61,78
