user_id,genre,weight,last_updated,source
U00535,Thriller,0.1779,2026-01-17,onboarding
U00536,Comedy,0.2556,2022-11-26,onboarding
U00536,Science Fiction,0.2465,2024-01-22,hybrid
U00536,Music,0.3193,2023-05-23,behavior
U00536,Western,0.1786,2024-09-04,onboarding
U00537,Comedy,0.4583,2026-01-07,behavior
U00537,Western,0.5417,2026-01-13,onboarding
U00538,Fantasy,0.5143,2026-03-23,hybrid
U00538,History,0.4857,2026-03-06,onboarding
U00539,Animation,0.4754,2024-05-06,onboarding
U00539,Fantasy,0.5246,2024-10-02,behavior
U00540,Animation,0.637,2023-09-18,behavior
U00540,Thriller,0.2219,2024-02-06,hybrid
U00540,Drama,0.141,2025-11-22,hybrid
U00541,Comedy,0.2408,2025-01-13,onboarding
U00541,Science Fiction,0.3016,2024-12-08,hybrid
U00541,Fantasy,0.3185,2026-02-19,hybrid
U00541,Adventure,0.1392,2024-04-03,hybrid
U00542,Crime,0.1352,2025-08-03,onboarding
U00542,Action,0.7585,2025-03-18,onboarding
U00542,Adventure,0.1063,2023-12-13,behavior
U00543,Thriller,0.339,2026-01-21,hybrid
U00543,Western,0.3766,2025-08-06,behavior
U00543,Romance,0.2725,2025-05-20,onboarding
U00543,Drama,0.012,2025-08-23,onboarding
U00544,Horror,0.446,2026-02-06,onboarding
U00544,History,0.3806,2025-08-30,onboarding
U00544,Mystery,0.1734,2025-06-02,onboarding
U00545,Drama,0.1115,2025-09-22,hybrid
U00545,Documentary,0.3472,2025-12-18,onboarding
U00545,Adventure,0.2809,2025-07-12,hybrid
U00545,Western,0.2605,2026-03-06,hybrid
U00546,Drama,0.8188,2025-11-22,behavior
U00546,Crime,0.1759,2026-02-13,onboarding
U00546,Adventure,0.0053,2025-12-08,hybrid
U00547,History,0.2446,2025-11-28,hybrid
U00547,Thriller,0.112,2023-08-08,hybrid
U00547,Science Fiction,0.4021,2023-09-03,onboarding
U00547,Action,0.2413,2023-03-19,onboarding
U00548,War,0.3713,2024-11-28,hybrid
U00548,Science Fiction,0.3803,2024-09-23,hybrid
U00548,Crime,0.1242,2024-12-27,hybrid
U00548,Music,0.1243,2025-04-23,behavior
U00549,Adventure,0.4004,2025-10-06,hybrid
U00549,Family,0.0995,2026-02-28,hybrid
U00549,Crime,0.3717,2025-08-15,hybrid
U00549,Action,0.1284,2026-01-14,hybrid
U00550,Comedy,0.3747,2025-12-04,behavior
U00550,Western,0.6253,2025-09-19,behavior
U00551,Western,0.5098,2026-03-28,onboarding
U00551,Crime,0.4902,2024-04-25,behavior
U00552,Crime,0.2637,2025-07-10,onboarding
U00552,Romance,0.4091,2025-02-16,onboarding
U00552,Documentary,0.3272,2024-05-01,behavior
U00553,Mystery,0.0952,2025-11-14,behavior
U00553,Documentary,0.4716,2026-03-19,hybrid
U00553,Action,0.2262,2025-12-16,hybrid
U00553,Science Fiction,0.207,2026-03-10,behavior
U00554,Thriller,0.2821,2025-01-30,hybrid
U00554,Crime,0.3912,2025-03-04,behavior
U00554,Drama,0.3266,2024-03-21,onboarding
U00555,Adventure,0.4637,2026-01-22,behavior
U00555,Documentary,0.0684,2026-03-09,onboarding
U00555,Thriller,0.2755,2025-09-18,hybrid
U00555,History,0.1924,2026-03-20,onboarding
U00556,War,0.4946,2023-10-25,onboarding
U00556,Comedy,0.5054,2025-11-05,hybrid
U00557,Drama,0.2419,2025-05-27,onboarding
U00557,Comedy,0.7581,2025-07-03,hybrid
U00558,Music,0.3804,2025-06-14,behavior
U00558,History,0.2024,2024-01-21,behavior
U00558,Drama,0.2846,2024-03-29,behavior
U00558,Thriller,0.1326,2023-04-07,hybrid
U00559,Documentary,0.2411,2025-12-02,onboarding
U00559,Action,0.7589,2026-02-09,behavior
U00560,Family,0.6336,2026-03-02,hybrid
U00560,Comedy,0.3629,2026-03-14,behavior
U00560,Horror,0.0035,2026-03-20,onboarding
U00561,Thriller,0.4856,2025-05-19,behavior
U00561,Adventure,0.1074,2025-02-22,behavior
U00561,Romance,0.407,2024-04-25,behavior
U00562,Drama,0.4285,2023-07-13,hybrid
U00562,Music,0.2625,2024-01-29,behavior
U00562,Fantasy,0.309,2024-10-08,hybrid
U00563,Science Fiction,0.4365,2025-05-05,hybrid
U00563,Romance,0.2759,2024-05-09,behavior
U00563,Documentary,0.2876,2025-07-10,onboarding
U00564,Romance,0.3338,2023-12-06,behavior
U00564,War,0.6662,2025-04-30,hybrid
U00565,Horror,0.8115,2023-11-27,onboarding
U00565,Romance,0.1885,2023-12-07,behavior
U00566,War,0.0665,2025-09-20,hybrid
U00566,Adventure,0.2812,2026-01-31,onboarding
U00566,Romance,0.1759,2026-02-26,onboarding
U00566,Fantasy,0.4765,2025-03-04,onboarding
U00567,Action,0.2829,2022-11-25,behavior
U00567,Romance,0.2372,2022-09-28,hybrid
U00567,Drama,0.1521,2023-06-20,behavior
U00567,Animation,0.3279,2024-09-09,hybrid
U00568,Science Fiction,0.567,2023-08-12,behavior
U00568,Action,0.0001,2024-09-06,onboarding
U00568,Western,0.3364,2023-05-04,onboarding
U00568,Family,0.0964,2025-02-25,hybrid
U00569,Mystery,0.1972,2025-11-18,behavior
U00569,Horror,0.8028,2026-02-08,behavior
U00570,Adventure,0.3364,2025-11-07,onboarding
U00570,War,0.4258,2026-01-16,onboarding
U00570,Music,0.2378,2025-12-28,behavior
U00571,Documentary,0.5243,2025-07-20,behavior
U00571,Animation,0.0001,2026-02-18,onboarding
U00571,Drama,0.4756,2024-05-13,hybrid
U00572,Drama,0.1839,2025-08-31,onboarding
U00572,Family,0.2867,2025-12-19,onboarding
U00572,Horror,0.0091,2025-11-02,hybrid
U00572,Documentary,0.5203,2026-02-07,onboarding
U00573,War,0.0092,2025-04-13,hybrid
U00573,Comedy,0.346,2025-10-07,onboarding
U00573,Thriller,0.5336,2025-08-20,hybrid
U00573,Music,0.1112,2025-02-22,behavior
U00574,Mystery,0.7471,2025-09-09,behavior
U00574,Documentary,0.2529,2025-12-10,behavior
U00575,Drama,0.4861,2026-01-10,onboarding
U00575,War,0.5139,2025-05-15,behavior
U00576,Action,0.219,2026-01-25,behavior
U00576,History,0.1308,2025-07-12,behavior
U00576,Drama,0.6502,2025-04-20,behavior
U00577,Horror,0.228,2026-03-13,behavior
U00577,Thriller,0.2971,2024-04-02,behavior
U00577,Science Fiction,0.1511,2024-11-26,onboarding
U00577,Family,0.3238,2025-04-02,behavior
U00578,Adventure,0.2884,2024-08-12,onboarding
U00578,Crime,0.5093,2024-12-11,hybrid
U00578,Music,0.2023,2024-06-22,onboarding
U00579,Crime,0.1404,2026-04-05,hybrid
U00579,Documentary,0.3159,2026-04-05,onboarding
U00579,Family,0.2637,2026-03-31,hybrid
U00579,Adventure,0.28,2026-04-09,behavior
U00580,Western,0.0904,2023-07-11,hybrid
U00580,Adventure,0.9096,2025-11-17,hybrid
U00581,Mystery,0.3266,2023-01-28,hybrid
U00581,Thriller,0.6734,2023-07-10,hybrid
U00582,History,0.6004,2025-04-25,onboarding
U00582,Thriller,0.2448,2026-03-11,onboarding
U00582,Western,0.1548,2025-12-22,behavior
U00583,Crime,0.233,2025-04-06,hybrid
U00583,Comedy,0.767,2025-07-14,hybrid
U00584,Drama,0.4837,2025-03-03,behavior
U00584,War,0.5163,2024-05-22,behavior
U00585,Animation,0.1676,2026-02-11,hybrid
U00585,War,0.281,2026-03-02,onboarding
U00585,Mystery,0.2728,2026-03-15,behavior
U00585,Comedy,0.2786,2026-03-18,behavior
U00586,Romance,0.4701,2025-04-28,onboarding
U00586,Music,0.5299,2025-04-23,hybrid
U00587,Drama,0.7782,2026-01-05,onboarding
U00587,Science Fiction,0.2218,2025-10-23,behavior
U00588,Animation,0.3371,2023-07-17,behavior
U00588,Crime,0.2973,2025-12-27,behavior
U00588,Drama,0.0927,2023-07-22,behavior
U00588,War,0.2729,2023-07-16,hybrid
U00589,Romance,0.2077,2025-11-25,hybrid
U00589,Documentary,0.5539,2025-11-15,hybrid
U00589,Science Fiction,0.2384,2025-12-06,hybrid
U00590,Thriller,0.278,2026-02-09,behavior
U00590,Science Fiction,0.2574,2025-10-08,hybrid
U00590,Family,0.4647,2025-12-19,behavior
U00591,History,0.2507,2024-04-15,behavior
U00591,Romance,0.2446,2023-10-11,onboarding
U00591,Documentary,0.4361,2024-09-12,hybrid
U00591,Family,0.0686,2024-07-26,behavior
U00592,Romance,0.067,2026-01-17,behavior
U00592,Fantasy,0.3054,2025-09-22,hybrid
U00592,Thriller,0.6275,2026-01-30,hybrid
U00593,Adventure,0.0886,2024-05-10,behavior
U00593,Crime,0.2041,2023-09-22,onboarding
U00593,Horror,0.2432,2025-06-07,behavior
U00593,Family,0.4641,2023-09-10,onboarding
U00594,History,0.222,2023-08-17,hybrid
U00594,War,0.005,2024-02-26,behavior
U00594,Animation,0.7731,2025-12-16,hybrid
U00595,History,0.2505,2025-11-05,behavior
U00595,Fantasy,0.3997,2025-08-03,hybrid
U00595,Music,0.3419,2025-09-22,onboarding
U00595,Adventure,0.0079,2025-03-09,hybrid
U00596,Documentary,0.496,2024-11-22,behavior
U00596,Comedy,0.2835,2025-05-14,behavior
U00596,Drama,0.2205,2026-01-31,hybrid
U00597,Crime,0.817,2024-08-07,hybrid
U00597,Action,0.183,2024-04-21,behavior
U00598,Horror,0.049,2026-02-04,onboarding
U00598,Documentary,0.071,2025-11-16,hybrid
U00598,History,0.6912,2025-10-02,behavior
U00598,Action,0.1888,2025-10-26,onboarding
U00599,Animation,0.2804,2024-10-01,behavior
U00599,Romance,0.7196,2026-04-08,behavior
U00600,War,0.2858,2024-01-14,onboarding
U00600,Adventure,0.5884,2023-01-24,onboarding
U00600,Thriller,0.0778,2023-06-26,behavior
U00600,Western,0.0481,2024-05-22,onboarding
U00601,Drama,0.8432,2025-12-22,behavior
U00601,Documentary,0.1568,2025-09-12,onboarding
U00602,Family,0.3105,2025-08-16,hybrid
U00602,War,0.1692,2025-08-19,onboarding
U00602,Animation,0.2522,2025-05-10,onboarding
U00602,Adventure,0.2681,2025-05-03,behavior
U00603,Comedy,0.1193,2024-07-08,behavior
U00603,Drama,0.3162,2022-08-26,behavior
U00603,Thriller,0.2543,2024-10-31,onboarding
U00603,Documentary,0.3101,2022-06-09,onboarding
U00604,Family,0.2132,2023-10-14,hybrid
U00604,Romance,0.1584,2023-10-10,behavior
U00604,Comedy,0.2872,2025-09-25,behavior
U00604,Mystery,0.3412,2023-09-22,behavior
U00605,Western,0.3339,2026-04-04,behavior
U00605,Adventure,0.2539,2026-04-10,hybrid
U00605,Animation,0.4122,2026-03-27,hybrid
U00606,Family,0.351,2026-04-10,hybrid
U00606,Romance,0.3509,2026-03-11,behavior
U00606,History,0.298,2026-03-31,hybrid
U00607,Comedy,0.1679,2026-03-02,onboarding
U00607,Mystery,0.2902,2026-02-12,onboarding
U00607,Science Fiction,0.5419,2026-01-24,hybrid
U00608,Drama,0.0068,2025-05-15,behavior
U00608,Horror,0.5062,2025-08-09,hybrid
U00608,Western,0.487,2024-05-29,onboarding
U00609,Mystery,0.755,2026-02-07,behavior
U00609,Music,0.12,2026-03-17,onboarding
U00609,Thriller,0.1249,2026-01-01,behavior
U00610,Thriller,0.3193,2024-06-25,behavior
U00610,Family,0.4177,2024-12-09,behavior
U00610,Crime,0.263,2024-06-02,onboarding
U00611,Horror,0.0457,2024-08-17,behavior
U00611,Crime,0.5243,2025-07-23,onboarding
U00611,History,0.43,2023-06-23,behavior
U00612,Thriller,0.5188,2024-03-26,hybrid
U00612,Western,0.3386,2024-07-17,behavior
U00612,Fantasy,0.1426,2025-01-24,onboarding
U00613,Horror,0.3036,2024-11-09,behavior
U00613,Mystery,0.0889,2026-01-15,hybrid
U00613,Science Fiction,0.6075,2025-11-16,hybrid
U00614,Crime,0.4919,2025-10-22,behavior
U00614,History,0.0306,2025-04-04,hybrid
U00614,Mystery,0.4775,2025-12-04,behavior
U00615,Adventure,0.2346,2024-12-03,behavior
U00615,Mystery,0.4856,2024-07-29,hybrid
U00615,Fantasy,0.1824,2023-11-08,behavior
U00615,Family,0.0975,2024-05-27,hybrid
U00616,Crime,0.2091,2026-04-02,behavior
U00616,Music,0.7909,2025-10-27,onboarding
U00617,Romance,0.3892,2024-05-28,hybrid
U00617,Music,0.472,2024-06-17,behavior
U00617,Adventure,0.1388,2024-04-28,behavior
U00618,Horror,0.2468,2025-05-23,hybrid
U00618,Documentary,0.7532,2025-09-17,onboarding
U00619,Action,0.5858,2025-04-04,behavior
U00619,Thriller,0.0658,2025-07-21,hybrid
U00619,Western,0.3484,2024-12-08,onboarding
U00620,Drama,0.4566,2024-12-02,hybrid
U00620,Horror,0.2619,2024-01-17,hybrid
U00620,Thriller,0.1514,2024-03-05,hybrid
U00620,Fantasy,0.1301,2023-04-01,onboarding
U00621,Western,0.7733,2025-11-22,behavior
U00621,Drama,0.2267,2026-03-31,behavior
U00622,Animation,0.4151,2025-11-19,hybrid
U00622,Comedy,0.1254,2025-11-24,hybrid
U00622,Horror,0.0021,2026-03-06,behavior
U00622,Crime,0.4573,2026-01-04,onboarding
U00623,War,0.1171,2025-12-09,hybrid
U00623,History,0.7075,2026-01-02,behavior
U00623,Romance,0.1753,2026-02-10,behavior
U00624,War,0.3796,2024-01-30,onboarding
U00624,Documentary,0.6204,2026-02-23,hybrid
U00625,Adventure,0.2646,2026-04-09,onboarding
U00625,War,0.2298,2025-11-05,hybrid
U00625,Drama,0.5056,2025-11-25,behavior
U00626,Animation,0.2247,2025-03-26,hybrid
U00626,Drama,0.4355,2024-11-25,behavior
U00626,Romance,0.3398,2025-06-17,hybrid
U00627,Drama,0.5858,2023-07-21,onboarding
U00627,Action,0.4142,2024-04-10,onboarding
U00628,Fantasy,0.6449,2024-03-03,behavior
U00628,Crime,0.3551,2025-05-22,hybrid
U00629,Adventure,0.5935,2025-03-05,hybrid
U00629,Animation,0.4065,2025-04-28,hybrid
U00630,Crime,0.2543,2025-12-28,onboarding
U00630,Family,0.1097,2025-04-26,onboarding
U00630,Comedy,0.1822,2026-02-18,onboarding
U00630,History,0.4539,2024-09-09,onboarding
U00631,Comedy,0.4637,2025-01-23,hybrid
U00631,Horror,0.1286,2024-03-30,onboarding
U00631,War,0.0519,2023-09-30,behavior
U00631,Romance,0.3557,2026-02-27,behavior
U00632,Drama,0.6335,2025-04-30,onboarding
U00632,Fantasy,0.3665,2024-03-28,behavior
U00633,Horror,0.1355,2026-03-21,hybrid
U00633,Romance,0.8645,2026-03-23,onboarding
U00634,Adventure,0.5931,2025-08-02,behavior
U00634,Western,0.4069,2024-10-06,onboarding
U00635,Science Fiction,0.4308,2025-12-11,hybrid
U00635,Mystery,0.5692,2026-01-16,behavior
U00636,Documentary,0.5095,2025-07-07,onboarding
U00636,Science Fiction,0.4905,2026-01-02,behavior
U00637,Romance,0.2369,2026-03-19,behavior
U00637,Horror,0.2673,2025-12-30,behavior
U00637,Western,0.4958,2025-07-27,behavior
U00638,Western,0.2055,2025-10-19,behavior
U00638,Horror,0.0758,2025-09-22,hybrid
U00638,Science Fiction,0.359,2026-04-02,hybrid
U00638,Music,0.3597,2025-12-10,behavior
U00639,Drama,0.3398,2022-09-03,hybrid
U00639,History,0.2094,2024-02-18,hybrid
U00639,Horror,0.4508,2022-05-22,behavior
U00640,Horror,0.3135,2026-02-13,hybrid
U00640,Science Fiction,0.3173,2026-04-07,hybrid
U00640,Thriller,0.3692,2026-03-09,behavior
U00641,Romance,0.6757,2025-07-17,onboarding
U00641,Music,0.3243,2023-12-09,behavior
U00642,Family,0.2037,2025-09-02,hybrid
U00642,Animation,0.1034,2025-10-06,onboarding
U00642,Science Fiction,0.3523,2025-11-08,hybrid
U00642,Comedy,0.3406,2025-10-26,hybrid
U00643,Music,0.6029,2025-02-10,behavior
U00643,Documentary,0.3971,2024-07-16,hybrid
U00644,Drama,0.8061,2024-04-26,hybrid
U00644,Western,0.1939,2023-12-30,behavior
U00645,History,0.193,2026-02-03,behavior
U00645,Drama,0.807,2026-03-28,hybrid
U00646,Family,0.7472,2025-12-25,behavior
U00646,Music,0.2425,2025-12-02,onboarding
U00646,Science Fiction,0.0103,2025-11-28,hybrid
U00647,Mystery,0.5232,2026-04-04,hybrid
U00647,Romance,0.4768,2026-03-09,behavior
U00648,Adventure,0.5232,2025-07-16,hybrid
U00648,Action,0.0855,2026-03-28,hybrid
U00648,Fantasy,0.3913,2025-05-17,hybrid
U00649,Documentary,0.2721,2024-04-07,onboarding
U00649,Fantasy,0.2086,2022-07-09,behavior
U00649,Western,0.2787,2023-06-21,behavior
U00649,War,0.2406,2025-08-13,hybrid
U00650,Fantasy,0.5933,2026-03-30,hybrid
U00650,Comedy,0.4067,2025-01-12,behavior
U00651,Fantasy,0.105,2023-11-13,hybrid
U00651,War,0.3508,2024-07-28,behavior
U00651,Horror,0.5442,2025-01-13,behavior
U00652,Crime,0.3183,2024-05-09,behavior
U00652,Adventure,0.6817,2025-12-03,hybrid
U00653,Thriller,0.9773,2024-10-07,behavior
U00653,Adventure,0.0227,2024-09-25,onboarding
U00654,Music,0.2653,2025-09-16,hybrid
U00654,Animation,0.7347,2025-07-27,hybrid
U00655,Action,0.3029,2024-10-28,hybrid
U00655,War,0.2751,2026-03-03,onboarding
U00655,Documentary,0.2392,2024-04-11,hybrid
U00655,Drama,0.1828,2025-08-05,onboarding
U00656,Comedy,0.3232,2026-03-14,onboarding
U00656,Mystery,0.1961,2026-03-17,hybrid
U00656,Music,0.1957,2026-02-10,hybrid
U00656,History,0.285,2026-04-01,onboarding
U00657,Fantasy,0.4226,2026-01-02,behavior
U00657,Action,0.322,2025-07-01,behavior
U00657,Horror,0.0941,2025-07-09,hybrid
U00657,War,0.1614,2025-04-26,onboarding
U00658,Horror,0.3364,2026-01-26,behavior
U00658,Adventure,0.3302,2026-03-10,hybrid
U00658,Animation,0.3335,2026-01-25,behavior
U00659,Drama,0.9131,2023-02-22,onboarding
U00659,Documentary,0.0869,2023-10-29,hybrid
U00660,History,0.731,2025-12-19,hybrid
U00660,Crime,0.0092,2025-09-27,hybrid
U00660,Music,0.1711,2024-09-21,behavior
U00660,Horror,0.0887,2025-03-13,onboarding
U00661,Romance,0.374,2025-02-09,onboarding
U00661,Animation,0.1761,2025-10-23,behavior
U00661,Western,0.4499,2026-02-08,onboarding
U00662,Family,0.3653,2024-10-23,onboarding
U00662,Crime,0.523,2026-03-27,hybrid
U00662,Thriller,0.1117,2024-09-18,onboarding
U00663,History,0.3594,2024-09-17,behavior
U00663,Family,0.2034,2023-07-11,onboarding
U00663,Romance,0.393,2023-10-07,onboarding
U00663,Crime,0.0443,2026-03-26,onboarding
U00664,Science Fiction,0.478,2025-05-09,onboarding
U00664,Fantasy,0.522,2024-12-08,hybrid
U00665,Mystery,0.5905,2025-02-01,onboarding
U00665,Adventure,0.4095,2025-07-01,behavior
U00666,Fantasy,0.0747,2026-01-14,hybrid
U00666,Horror,0.4535,2026-02-14,behavior
U00666,Documentary,0.4718,2026-03-19,hybrid
U00667,Action,0.2329,2024-11-19,behavior
U00667,Western,0.333,2025-02-03,onboarding
U00667,Mystery,0.1286,2025-09-16,hybrid
U00667,Adventure,0.3055,2026-03-30,onboarding
U00668,Thriller,0.3624,2026-02-15,hybrid
U00668,History,0.1776,2026-02-16,onboarding
U00668,Music,0.3555,2026-01-12,onboarding
U00668,Western,0.1045,2026-02-22,hybrid
U00669,Drama,0.5176,2024-03-04,hybrid
U00669,Action,0.4824,2023-08-16,onboarding
U00670,History,0.3539,2023-08-17,hybrid
U00670,Science Fiction,0.6461,2024-09-29,onboarding
U00671,Thriller,0.2069,2026-03-22,behavior
U00671,Western,0.1281,2026-03-22,hybrid
U00671,Action,0.665,2026-04-08,behavior
U00672,Romance,0.1026,2023-04-27,behavior
U00672,Western,0.8974,2025-02-20,hybrid
U00673,Thriller,0.2667,2025-11-22,hybrid
U00673,Family,0.0407,2025-10-15,hybrid
U00673,Adventure,0.2964,2025-10-29,onboarding
U00673,Fantasy,0.3962,2026-03-12,behavior
U00674,Thriller,0.715,2025-06-26,behavior
U00674,Music,0.285,2025-06-25,onboarding
U00675,War,0.3641,2025-02-21,behavior
U00675,Family,0.6359,2025-01-27,hybrid
U00676,Romance,0.5072,2026-04-06,hybrid
U00676,Music,0.2211,2026-04-10,hybrid
U00676,Thriller,0.2717,2026-04-10,onboarding
U00677,Thriller,0.6115,2023-07-26,onboarding
U00677,Comedy,0.3885,2025-12-19,hybrid
U00678,Documentary,0.4929,2026-01-19,behavior
U00678,Western,0.0632,2026-01-05,onboarding
U00678,Adventure,0.4439,2024-01-25,onboarding
U00679,Fantasy,0.1613,2024-08-05,onboarding
U00679,Horror,0.3986,2024-01-31,onboarding
U00679,Music,0.4401,2024-08-10,hybrid
U00680,Comedy,0.0924,2025-01-03,behavior
U00680,Western,0.492,2024-11-27,hybrid
U00680,War,0.4156,2024-09-27,behavior
U00681,History,0.0446,2025-11-02,hybrid
U00681,Science Fiction,0.1437,2023-10-09,hybrid
U00681,Thriller,0.4398,2025-06-07,onboarding
U00681,Music,0.3719,2024-05-08,hybrid
U00682,Science Fiction,0.3464,2025-01-03,hybrid
U00682,Romance,0.6536,2024-03-27,behavior
U00683,Music,0.4078,2023-04-09,hybrid
U00683,Romance,0.2987,2026-01-27,onboarding
U00683,Western,0.2935,2026-01-08,onboarding
U00684,Science Fiction,0.6185,2024-10-30,hybrid
U00684,War,0.1959,2025-02-12,onboarding
U00684,Music,0.1856,2025-01-29,hybrid
U00685,Documentary,0.4345,2024-01-28,behavior
U00685,Romance,0.3901,2025-03-03,hybrid
U00685,Adventure,0.1755,2026-02-16,hybrid
U00686,Mystery,0.1562,2025-02-18,onboarding
U00686,History,0.705,2024-09-20,hybrid
U00686,Horror,0.1388,2025-08-28,behavior
U00687,Drama,0.0953,2025-01-23,onboarding
U00687,Science Fiction,0.4548,2024-11-28,hybrid
U00687,Music,0.0659,2025-05-08,hybrid
U00687,War,0.384,2026-02-04,hybrid
U00688,Crime,0.1622,2026-02-16,hybrid
U00688,War,0.3507,2025-02-27,onboarding
U00688,History,0.0829,2025-02-17,hybrid
U00688,Comedy,0.4042,2024-12-12,hybrid
U00689,Fantasy,0.2759,2025-12-04,behavior
U00689,Family,0.2109,2025-10-18,hybrid
U00689,History,0.2105,2025-06-30,hybrid
U00689,Music,0.3027,2025-05-16,hybrid
U00690,Adventure,0.3239,2024-04-28,hybrid
U00690,Comedy,0.6761,2026-01-22,behavior
U00691,Western,0.202,2025-08-14,behavior
U00691,Family,0.3153,2025-12-09,hybrid
U00691,Music,0.1414,2026-02-04,onboarding
U00691,Crime,0.3412,2026-01-03,hybrid
U00692,Drama,0.1394,2025-10-15,behavior
U00692,Music,0.343,2026-02-23,hybrid
U00692,Science Fiction,0.1753,2025-09-30,onboarding
U00692,Adventure,0.3423,2026-03-18,hybrid
U00693,Drama,0.0663,2023-02-15,hybrid
U00693,Science Fiction,0.4132,2024-10-25,onboarding
U00693,Animation,0.5205,2026-03-21,onboarding
U00694,Romance,0.1631,2026-01-18,hybrid
U00694,Science Fiction,0.4368,2026-04-10,hybrid
U00694,Thriller,0.4001,2025-12-02,onboarding
U00695,War,0.1225,2025-02-07,hybrid
U00695,Western,0.0129,2023-03-27,hybrid
U00695,Comedy,0.429,2024-02-01,onboarding
U00695,Music,0.4356,2024-01-13,hybrid
U00696,Romance,0.3582,2024-08-29,hybrid
U00696,Comedy,0.1258,2025-04-11,hybrid
U00696,War,0.1282,2023-01-21,behavior
U00696,Documentary,0.3878,2024-03-08,behavior
U00697,Thriller,0.3829,2026-03-02,hybrid
U00697,Action,0.2876,2024-02-11,behavior
U00697,Crime,0.3295,2025-12-19,behavior
U00698,Comedy,0.1025,2025-03-18,hybrid
U00698,Music,0.8975,2025-11-18,onboarding
U00699,Thriller,0.1791,2025-11-11,hybrid
U00699,Crime,0.4791,2025-01-28,onboarding
U00699,War,0.3417,2024-07-16,behavior
U00700,Romance,0.3115,2025-05-01,hybrid
U00700,Mystery,0.2277,2023-08-18,onboarding
U00700,Family,0.1151,2023-07-29,hybrid
U00700,Science Fiction,0.3456,2024-08-13,hybrid
U00701,Action,0.2622,2025-11-21,onboarding
U00701,History,0.1964,2024-03-16,hybrid
U00701,Comedy,0.4796,2026-02-04,onboarding
U00701,Horror,0.0617,2023-12-23,onboarding
U00702,War,0.1643,2024-12-22,hybrid
U00702,Action,0.5191,2025-07-05,behavior
U00702,Comedy,0.3166,2024-01-19,onboarding
U00703,Mystery,0.4661,2026-03-27,onboarding
U00703,Adventure,0.4872,2026-01-30,onboarding
U00703,Thriller,0.0467,2026-03-04,hybrid
U00704,Fantasy,0.1899,2025-09-24,onboarding
U00704,Animation,0.3594,2025-10-07,hybrid
U00704,Comedy,0.4507,2024-10-08,behavior
U00705,Romance,0.525,2023-07-26,behavior
U00705,Documentary,0.185,2025-12-23,behavior
U00705,Adventure,0.29,2024-06-05,behavior
U00706,Romance,0.5056,2024-12-20,behavior
U00706,Horror,0.4944,2025-11-17,onboarding
U00707,Thriller,0.4029,2025-10-02,behavior
U00707,War,0.5971,2026-01-01,onboarding
U00708,Action,0.0984,2024-06-09,behavior
U00708,Romance,0.4106,2022-12-21,hybrid
U00708,Family,0.491,2024-01-19,onboarding
U00709,History,0.4592,2026-01-02,behavior
U00709,Romance,0.5408,2026-02-03,onboarding
U00710,Documentary,0.2818,2025-09-07,onboarding
U00710,Family,0.3042,2025-10-03,onboarding
U00710,Romance,0.3952,2024-06-01,hybrid
U00710,Science Fiction,0.0189,2024-11-17,onboarding
U00711,Thriller,0.5957,2024-04-10,behavior
U00711,Fantasy,0.4043,2022-11-24,behavior
U00712,Documentary,0.9738,2025-09-17,onboarding
U00712,Animation,0.0262,2025-07-02,onboarding
U00713,Drama,0.6321,2026-03-25,onboarding
U00713,War,0.0247,2024-06-16,behavior
U00713,Horror,0.3432,2024-12-21,behavior
U00714,Science Fiction,0.8166,2025-12-16,behavior
U00714,Horror,0.1834,2024-06-24,onboarding
U00715,Romance,0.925,2026-01-22,behavior
U00715,Thriller,0.075,2026-02-27,onboarding
U00716,Music,0.106,2026-03-09,hybrid
U00716,Mystery,0.894,2026-03-11,behavior
U00717,Action,0.3988,2024-07-16,onboarding
U00717,Family,0.5581,2024-01-04,behavior
U00717,Western,0.0432,2024-12-09,hybrid
U00718,Music,0.081,2023-08-22,hybrid
U00718,Adventure,0.4158,2023-10-08,behavior
U00718,Fantasy,0.5032,2025-12-21,onboarding
U00719,Thriller,0.3094,2025-09-09,hybrid
U00719,Documentary,0.3079,2025-07-10,behavior
U00719,Drama,0.1038,2025-10-01,onboarding
U00719,Horror,0.2789,2026-02-23,onboarding
U00720,Fantasy,0.1519,2024-03-02,onboarding
U00720,Drama,0.335,2026-03-27,behavior
U00720,Action,0.2312,2024-08-19,behavior
U00720,Music,0.2819,2025-12-06,onboarding
U00721,Romance,0.0457,2024-04-26,hybrid
U00721,Fantasy,0.8158,2024-07-25,behavior
U00721,Comedy,0.1386,2026-02-06,behavior
U00722,Science Fiction,0.2958,2025-01-12,hybrid
U00722,Horror,0.2213,2026-02-03,onboarding
U00722,Action,0.3288,2026-02-03,onboarding
U00722,Drama,0.1541,2025-02-01,onboarding
U00723,Animation,0.4406,2026-03-05,behavior
U00723,Family,0.292,2026-02-25,onboarding
U00723,Drama,0.2674,2026-03-17,onboarding
U00724,Horror,0.5768,2025-02-16,onboarding
U00724,Fantasy,0.4232,2025-11-29,onboarding
U00725,Family,0.2697,2025-11-25,onboarding
U00725,Animation,0.3736,2025-08-20,behavior
U00725,Science Fiction,0.2291,2025-08-17,onboarding
U00725,Mystery,0.1276,2024-10-20,onboarding
U00726,Animation,0.5062,2025-04-27,hybrid
